"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
NA,NA,10,1,1,NA,NA,2.7,1.1,1,NA,1050,113000,1,0,1,16,2,1,1,1,1,NA,NA,4000,0,75000,0,1
2.8,NA,10,3.5,5,1,1,1.8,1.8,0.1,1,1892,141000,1,1,1,10,3,1,1,1,1,3000,1000,7000,0,23000,0,1
2.5,NA,10,4.4,7,2.5,2,0.8,1,0.1,NA,2966,64000,1,1,1,6,2,1,1,1,1,5000,NA,8000,0,24000,0,0
1.8,NA,10,3.2,5.5,2,1,1.8,1,NA,0.5,2003,94000,1,0,0,0,2,1,1,1,1,NA,2000,5500,0,14000,0,0
5,NA,30,7.8,13,NA,2,4,4,0.2,NA,3620,175000,1,0,0,0,8,1,1,1,1,NA,3000,6000,0,60000,0,1
2,1,10,3.7,6,0.5,1,0.8,1.5,0.1,NA,2072,72000,0,0,1,6,2,1,1,1,1,NA,NA,4000,0,44000,0,1
2.3,NA,20,5.9,5,1,2,2.2,1.2,NA,4,2310,175000,1,1,0,0,4,1,1,1,1,3000,2000,8000,0,25000,0,0
2.5,NA,10,2.9,5.5,1,1,0.4,0.5,NA,0.75,2426,58000,1,0,0,0,1,1,1,1,1,NA,NA,11000,0,18000,0,0
2.3,NA,10,4.4,2,3,1,1.2,2.6,NA,NA,2415,62100,0,0,1,6,3,1,1,1,1,NA,1000,11000,0,12100,0,0
2.6,1,10,5,7,1,1,1.3,1,NA,3,5255,144000,1,1,1,6,3,1,1,1,1,6000,2000,8000,0,22000,0,0
1,0.5,20,3.75,5,NA,1,0.8,1,NA,NA,1425,22000,1,0,0,0,2,1,1,1,1,NA,NA,5000,0,24000,0,0
2.5,1,20,3,5,3,NA,1.8,1.5,NA,0.75,5770,631000,1,1,1,16,3,1,1,1,1,20000,1000,8000,0,51000,0,0
4,NA,30,5,13,3,1,3.6,2.4,0.2,NA,4900,136000,1,1,0,0,6,1,1,1,1,12000,5000,9000,0,32000,0,0
2.5,1,10,3.2,5,2,NA,0.8,0.5,0.1,0.5,3550,66000,1,0,1,6,1,1,1,1,1,NA,NA,5500,0,16000,0,0
5,NA,20,10,10,3,2,2.6,9,0.25,NA,6460,255000,1,1,1,10,5,1,1,1,1,10000,5000,10000,0,3000,0,0
2,NA,20,5,7,2,NA,1.3,1.5,0.1,NA,2560,115000,1,0,1,10,3,1,1,1,1,NA,2000,8000,0,45000,0,0
2,NA,10,2.55,2,2,1,1.3,1.25,0.1,NA,1645,51000,1,0,1,8.5,2,1,1,1,1,NA,NA,6000,0,53000,0,0
3,NA,20,5.4,6,3,NA,2.8,1.7,3,NA,3390,104000,1,1,1,9,2,1,1,1,1,7000,NA,5000,0,20230,0,1
NA,1,10,2.67,2,3,NA,1.2,0.7,NA,3.5,1962,51844,1,1,1,10,2,1,1,1,1,1500,NA,6256,0,45644,0,1
10,NA,20,10.87,14,5.5,5,8.39999999999999,3.3,0.19,3,7885,176700,0,1,1,6,5,1,1,1,1,NA,1000,8000,0,7900,0,0
6,1,20,7.5,18,10,4,6.8,4.5,0.2,1.25,6583,152991,1,0,0,0,6,1,1,1,0,NA,9000,33500,0,17991,0,0
2,NA,10,4.15,6,1.5,2,1.9,0.6,NA,NA,1755,178000,0,1,0,0,3,1,1,1,1,1000,NA,7500,0,26800,0,0
1.15,NA,10,3.3,4,1.3,1,1.6,0.6,0.1,NA,1811,19038,0,0,0,0,1,1,1,0,0,NA,0,7100,0,19038,0,0
1.5,NA,10,3,3,2,NA,1.7,2,2.1,NA,2562,0,0,0,1,16,1,1,1,0,1,NA,800,8000,0,0,0,0
4.5,NA,20,8.5,6.5,4,NA,3.2,1,2,NA,4180,160000,1,0,0,0,3,1,1,1,1,NA,2000,12500,0,0,0,0
5,1,20,8.25,3,1,NA,2.9,1.2,2.1,0.7,6448,50000,0,0,0,0,3,1,1,1,1,NA,1200,4500,0,0,0,0
2.7,1,10,3.1,7.2,8.3,1.5,0.9,1.3,0.1,1.5,2200,22430,0,0,0,0,1,1,1,1,1,NA,0,5000,0,22730,0,1
1.4,NA,10,4.5,1,NA,NA,2.2,1.3,3.7,1,2420,95000,0,1,1,6,4,1,1,1,1,5000,NA,14500,210000,15000,0,0
0.8,1.5,NA,1.8,0.7,NA,0.8,0.4,0.1,NA,NA,1565,22450,0,0,0,0,1,1,1,1,0,NA,0,4100,0,23750,0,1
1.6,NA,10,1.5,NA,0.5,NA,NA,0.2,NA,1,1170,63350,1,0,0,0,2,1,1,1,1,NA,1500,1500,0,0,0,0
0.9,NA,10,5.9,NA,NA,NA,0.4,0.2,0.2,NA,1505,58000,1,1,1,6,2,1,1,1,1,2000,0,7000,80000,45000,0,0
0.6,1,10,0.35,5,6.4,NA,0.5,NA,NA,NA,1400,29500,1,0,1,5,1,1,1,1,0,NA,0,5200,0,31000,0,0
4,1,10,2.9,4,7,NA,3.5,2.2,2,1.5,4800,91600,0,1,1,6.5,2,1,1,1,1,2000,3000,9280,0,0,4000,0
2,0.4,NA,1.8,1.6,2.4,NA,2,NA,0.2,NA,1410,163800,1,1,0,0,3,1,1,1,1,2500,NA,5690,0,33366,0,1
6,NA,20,6.4,5,NA,1,1.2,1.5,3.25,NA,4508,62000,0,0,0,0,2,1,1,1,0,NA,0,8000,0,34000,0,0
10.4,NA,NA,14.2,20.7,5,2,8.2,8.5,3.2,NA,9650,192700,0,1,0,0,6,1,1,1,1,6000,5000,10000,0,17700,0,0
0.7,NA,NA,2.8,NA,1.3,NA,2,NA,0.2,NA,1440,120000,1,1,0,0,2,1,1,1,1,6000,NA,7500,0,15000,0,0
2.7,NA,20,6.39999999999999,NA,NA,NA,1.6,1.7,2.2,NA,2780,69000,0,0,1,12,2,1,1,1,1,NA,0,6000,0,73130,0,1
6.3,2.05,10,5.415,0.8,6,2,1.7,2.75,0.25,1,7073,176000,1,1,1,15,6,1,1,1,1,8000,6000,9000,0,66400,0,1
6.8,NA,20,4.3,NA,5.5,1.8,5.8,3.32,0.99,2,5508,127250,1,1,1,8.6,5,1,1,1,1,8000,2600,8500,0,41334,0,0
3.5,0.93,10,1.6,2.4,1.4,NA,1.2,1.6,0.19,1,3208,72000,1,1,0,0,1,1,1,1,1,7000,NA,8000,0,0,0,0
4.5,0.2,20,5.2,5.4,2.6,1.8,2.6,3.15,0.9,1.5,4530,105000,1,1,1,12,5,1,1,1,1,5000,4490,7600,0,20000,0,0
9.8,1.6,20,7.69999999999999,7.7,12,2,5.39999999999999,2.6,2.09,1.5,9294,309400,1,1,1,6,6,1,1,1,1,7000,3200,8000,0,94600,0,1
4,NA,10,3.4,6.9,3,0.9,0.9,0.2,0.895,1,3214,65050,1,1,0,0,3,1,1,1,1,8000,300,6000,0,50,0,0
5.8,0.6,10,6,0.7,11.2,0.9,2.6,2.1,1.39,1,6641,239500,1,1,1,25,5,1,1,1,1,8000,2600,8500,0,33500,0,0
2,NA,10,3.25,3.5,1,NA,0.5,0.7,NA,4,3110,168000,1,1,0,0,2,1,1,1,1,500,2000,6000,0,0,0,0
9.3,4,NA,5.7,14.3,3,1,4.1,3.5,0.29,NA,7398,210000,1,1,0,0,3,1,1,1,1,12000,NA,6300,0,0,0,0
5,1.6,NA,6,3,5.8,NA,3.4,0.5,0.28,NA,3661,59200,0,1,1,9,2,1,1,1,1,7000,NA,2900,0,52900,0,1
1,2.5,NA,1.6,3,4.5,NA,1.4,5,0.18,1,3156,116300,0,1,0,0,2,1,1,1,1,8000,2000,4000,0,16300,0,0
2.5,NA,10,3.8,5.5,2,1,1.8,NA,NA,0.5,1954,85000,0,0,0,0,3,1,1,1,1,NA,NA,5000,0,10000,0,0
5.5,1,10,3.65,8,7,1,2.4,2.2,0.2,0.5,3752,70250,1,0,0,0,2,1,1,1,1,NA,NA,3500,0,72250,0,0
6.5,NA,20,4.66,NA,2,NA,2.4,0.23,NA,4.75,4927,121000,1,0,0,0,4,1,1,1,1,NA,3000,7000,0,0,0,0
NA,NA,10,2.4,9,1.2,0.9,7.1,NA,1.5,NA,904,53000,0,0,0,0,1,1,1,1,1,NA,NA,5000,100000,18800,0,1
7.7,2,30,2.5,6,1,NA,5.6,1.8,4.4,NA,5960,70172,1,1,1,8,3,1,1,1,1,NA,0,9500,0,70784,0,1
7,NA,30,8.5,7,23,NA,0.8,1.1,0.25,NA,5396,70000,0,1,0,0,5,1,1,0,1,4000,NA,10000,0,0,0,0
2,NA,10,4,5,10,NA,0.85,NA,NA,1.5,2915,86000,1,0,0,0,1,1,1,1,1,NA,400,3500,0,26000,0,0
1.5,NA,20,1.4,NA,7,NA,1.7,0.45,NA,NA,1532,48000,0,0,1,6.8,2,1,1,1,1,NA,500,3500,0,48000,0,0
1,NA,20,8,2,NA,NA,0.9,1,NA,NA,1211,106200,1,0,1,8,3,1,1,1,1,NA,NA,3500,0,26200,0,0
2.4,NA,10,3.25,4.8,1,NA,0.5,1.4,0.2,NA,2104,95000,1,0,0,0,2,1,1,1,1,NA,6000,3500,0,0,0,0
4.3,NA,20,2.1,11.5,21,NA,3.9,1,NA,2.5,3695,65000,1,0,0,0,3,1,1,1,1,NA,4000,3500,0,30000,0,0
0.8,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,320,44000,0,0,0,0,1,1,1,1,0,NA,NA,5000,0,14000,10000,0
5,NA,10,11.5,NA,1,NA,2.15,0.2,0.2,NA,4905,90345,1,0,1,14.5,3,1,1,1,1,NA,2000,4500,0,17700,0,1
1.4,NA,10,2.34,2.6,3,1.7,2.7,2.5,2,NA,2163,31000,0,0,0,0,1,1,1,1,1,NA,2100,5800,0,0,0,0
4,1,10,3.1,9.8,8,0.9,1.4,1.3,0.2,NA,3050,73000,1,1,1,6,2,1,1,1,1,5000,2500,5000,0,23000,0,1
2.2,NA,10,1.5,5,1,0.9,2,NA,NA,NA,940,20975,0,0,0,0,1,1,1,1,0,NA,NA,2100,0,19989,0,0
10,NA,50,2.5,13,2,NA,9.1,4,2.2,NA,5630,138000,1,1,0,0,4,1,1,1,1,5000,3000,7200,170000,18000,0,1
5.5,0.8,20,12.3,4.5,5.5,NA,2.45,7,3.3,2,6945,114500,0,1,1,12,5,1,1,1,1,10000,NA,14200,70000,14500,0,0
7.5,0.8,20,4.7,NA,20,1,3.85,2,NA,NA,6215,97000,0,1,1,12,3,1,1,1,1,10000,1000,7000,0,27000,0,1
0.5,NA,10,2.4,2,NA,1,0.9,NA,NA,NA,729,40000,1,0,0,0,2,1,1,1,0,NA,3000,25000,0,0,0,0
1.6,NA,10,1.3,6.2,2,NA,1,NA,NA,NA,927,30000,0,0,0,0,1,1,1,1,0,NA,1500,2400,0,0,0,0
3.5,NA,10,0.5,2,2,0.9,3,3.5,0.4,NA,2132,38000,1,0,0,0,1,1,1,1,1,NA,1500,2500,0,0,0,0
2.5,1,10,2.6,4.7,2,1,2.5,1.8,0.4,NA,2151,60000,1,0,0,0,2,1,1,1,1,NA,1800,2600,0,0,0,0
2.5,NA,NA,3.5,8.5,5,NA,7,0.5,0.3,NA,1420,77000,0,0,0,0,2,1,1,1,0,NA,10000,4000,0,0,0,0
1.7,1,NA,2.6,6.8,1.2,0.5,0.5,0.7,0.05,NA,1738,24400,0,0,0,0,1,1,1,1,0,NA,700,5400,0,24100,0,1
2,1,10,2.5,2,NA,NA,2,NA,NA,NA,1124,45807,0,0,1,8,2,1,1,1,1,NA,NA,3600,0,43869,0,0
1.3,0.9,NA,2.9,5.5,2,1,0.8,NA,NA,NA,1134,14299,0,0,0,0,1,1,1,1,1,NA,120,3700,0,13699,0,0
1.5,NA,10,1.5,2,1,1,2.5,NA,NA,NA,883,43500,0,0,0,0,1,1,1,1,0,NA,NA,12000,0,0,0,0
2,NA,NA,5.6,NA,2,NA,2.4,0.2,1.5,NA,1877,53240,1,1,1,6,5,1,1,1,1,10000,500,6480,0,4271,0,0
3,1.3,20,2.2,6.5,2.8,0.8,3,1.4,1,2,3458,58000,0,0,0,0,2,1,1,1,0,NA,3000,12000,0,0,0,0
6.5,2.5,30,8.8,8,3,NA,2.8,0.3,NA,1,7700,135400,1,1,1,6,3,1,1,1,1,3000,0,9000,0,75400,0,1
4.1,2.35,20,5.75,0.8,7,NA,2,2,2.1,NA,6068,445000,1,1,1,6,3,1,1,1,1,25000,3000,8000,0,0,0,0
1.8,0.4,NA,2.2,NA,1.5,NA,NA,0.4,NA,NA,1037,18300,0,0,1,6,1,1,1,1,1,NA,NA,6930,15000,18300,0,0
3.9,0.35,30,2.2,3.5,NA,NA,4.2,NA,3.095,1.5,3464,60000,0,0,1,4,2,1,1,1,0,NA,1500,5000,0,0,0,0
4.4,1,30,6.5,NA,NA,NA,3.3,NA,NA,1.25,3078,45500,0,0,0,0,2,1,1,1,0,NA,0,5300,0,45500,0,0
5,2,20,7.3,2,3,NA,2.1,4,0.2,NA,5584,60500,0,0,0,0,3,1,1,1,1,NA,NA,6000,0,10500,0,0
2,NA,10,8.3,9,2,1,0.4,NA,NA,NA,2062,110000,1,1,0,0,3,1,1,1,1,7500,NA,7000,0,17000,0,1
3.7,NA,20,5,1.6,NA,1,2.1,2,0.1,3.75,3699,32200,0,1,0,0,1,1,1,1,0,NA,NA,6160,0,33480,0,1
0.45,2,10,3.75,3,1,NA,1.05,7.3,NA,NA,2560,46100,1,0,1,6,1,1,1,1,1,NA,NA,6500,0,11100,0,0
4.1,0.17,10,4.22,1.7,1.6,2.5,2.05,2.6,6.05,1.7,4274,113015,1,1,1,6,4,1,1,0,1,6000,21360,11300,150000,47000,0,0
3.35,0.33,10,0.5,3.9,1.5,NA,1.25,0.19,2.19,0.5,2934,51000,0,0,0,0,1,1,1,1,1,NA,1000,6500,0,0,0,0
NA,NA,NA,NA,NA,NA,3.6,NA,NA,4.5,1.5,747,62000,1,0,0,0,1,1,1,1,0,NA,4500,6000,50000,0,0,0
1.5,NA,20,2.33,11,NA,0.45,5.1,2.8,0.29,NA,2420,30700,1,0,1,12,1,1,1,1,0,NA,1280,7500,0,33000,0,0
NA,NA,NA,0.7,11.2,1,NA,1.6,0.4,0.66,NA,878,25600,1,0,0,0,1,1,1,1,0,NA,0,3000,200000,15600,0,0
6,NA,20,2.44,NA,NA,NA,1.8,NA,0.195,NA,4211,50000,0,0,0,0,2,1,1,1,0,NA,NA,6315,0,51900,0,1
0.45,0.6,NA,3.88,1.5,4,0.8,2.05,0.5,NA,0.7,3067,70000,1,0,0,0,1,1,1,1,1,NA,108,4150,0,0,0,0
3.7,NA,NA,5.8,NA,NA,NA,2.8,NA,1,3,4180,108500,1,1,1,2,4,1,1,1,1,12000,300,11000,1800000,18500,0,1
4.3,NA,20,1.95,4.5,2.5,0.9,4,NA,0.44,0.7,5497,38700,1,0,1,10,2,1,1,1,1,NA,NA,7000,0,28738,0,0
6.5,NA,30,10.5,17,3,1.8,7.9,4.6,0.2,NA,5620,200000,1,1,1,14,3,1,1,1,1,5000,2000,4600,1600000,0,0,0
1.65,NA,NA,5,1,1.5,1,1.8,0.5,NA,NA,2315,60300,0,1,1,6,2,1,1,1,0,4000,0,6600,0,30300,0,0
1.2,0.15,NA,5.4,NA,NA,NA,1.1,0.25,NA,NA,1432,20500,1,0,1,1,1,1,1,0,0,NA,0,6200,0,20500,0,0
1.35,NA,10,1.25,0.85,0.7,NA,3.05,0.3,3,NA,1110,145000,1,1,0,0,2,1,1,1,1,41000,400,4500,1000000,0,0,0
1.8,NA,NA,3,NA,NA,NA,3.5,2.1,1.54,1,1985,64500,0,0,1,2,2,1,1,1,0,NA,500,4500,503000,0,0,0
4,NA,20,5,3,2,NA,4.6,0.5,3.1,NA,2640,90000,1,1,0,0,3,1,1,1,1,10000,NA,7000,180000,0,0,0
2,NA,10,1.315,NA,6,NA,2.8,1.3,10,NA,2590,79200,1,0,1,6,2,1,1,1,1,NA,0,NA,0,45200,0,0
3.7,NA,20,5.75,NA,1,2,2.3,NA,3.07,NA,3200,52800,0,1,1,8,2,1,1,1,0,2000,NA,7000,0,49800,0,1
1.9,NA,10,10.65,1.6,2,1,6.9,2.85,1.2,1,4073,124400,0,1,0,0,3,1,1,1,1,30000,80,8900,2400000,14400,0,0
4.3,NA,10,16.8,1.5,1,NA,4.7,2.52,NA,NA,4508,71000,1,1,0,0,2,1,1,1,1,1000,NA,10000,0,37000,0,0
0.75,2,20,7,NA,2,NA,4,NA,3.09,NA,2730,75500,0,1,0,0,2,1,1,1,0,6000,NA,8800,1500000,34500,0,0
4.65,2.5,NA,4.3,5,1.2,NA,9.8,0.8,NA,NA,4365,106000,1,1,1,9,4,1,1,1,1,5000,1300,13000,1300000,16000,0,0
3.5,2,10,1.6,6.5,3,NA,2.6,0.3,NA,NA,4730,91700,1,1,0,0,4,1,1,1,1,3000,NA,8000,0,6700,0,0
3.4,NA,30,3.75,7,2.4,1,6,5.5,0.45,NA,5437,48700,0,1,1,20,4,1,1,0,1,2500,1500,8000,240000,28700,0,0
5,NA,20,4.48,9.5,3.5,3.6,8.1,2.7,NA,NA,3990,55000,1,0,0,0,4,1,1,1,1,NA,1500,10000,60000,0,0,0
0.9,NA,NA,3.48,NA,0.1,0.8,1.05,NA,NA,NA,880,14300,1,0,1,1,1,1,1,1,1,NA,NA,7500,0,11300,0,0
4.7,NA,20,3,2.5,NA,NA,1.2,2.24,0.05,0.5,2549,63500,0,0,1,7,3,1,1,1,1,NA,1125,5000,40000,20000,0,0
0.7,1,NA,1,NA,NA,NA,0.8,NA,NA,NA,730,66400,0,0,1,30,8,1,1,1,1,NA,NA,10000,0,66400,0,0
NA,NA,NA,1.12,NA,NA,NA,NA,NA,NA,NA,410,30700,0,0,0,0,1,1,1,0,0,NA,NA,7000,0,29900,0,1
5.6,NA,30,22,NA,2,2,13,0.2,0.49,NA,5938,65700,1,1,1,10,6,1,1,1,1,5000,0,5500,1602000,0,0,0
2.85,NA,20,13,5.2,NA,NA,1.8,NA,0.57,NA,3316,108060,1,1,1,4,3,1,1,0,1,16000,0,9000,0,51060,0,0
3.5,0.5,NA,2.15,5,0.8,1,2.5,2.2,NA,NA,2253,31868,1,0,0,0,1,1,1,1,0,NA,NA,7254,0,31868,0,1
2,NA,NA,2.4,NA,0.8,NA,7.8,NA,NA,2.5,3851,93000,1,1,1,12,2,1,1,1,0,NA,3500,4860,0,0,0,0
1,1,10,3.68,6,NA,NA,3.7,3.2,NA,NA,1716,25900,1,0,0,0,2,1,1,1,0,NA,NA,8100,0,27400,0,1
4,1,10,5,NA,2,3,3.6,0.5,0.1,NA,2805,37500,0,1,1,4,1,1,1,1,1,2000,NA,4600,0,17500,0,0
5.9,1.35,NA,8.3,7.1,NA,NA,3.15,2.7,3.37,1,6753,87600,1,0,1,10,4,1,1,1,1,NA,NA,3680,0,600,0,0
2.5,NA,NA,12,NA,NA,NA,4.3,10,NA,NA,1570,90650,1,1,1,10,3,1,1,0,1,2000,NA,6000,0,90650,0,0
3.4,1,30,3.2,1.2,0.8,NA,3.05,0.2,2.45,1.65,3291.5,77000,1,0,0,0,3,1,1,1,1,NA,1600,3800,0,13300,0,0
0.5,NA,NA,2.4,2.5,2,1,0.7,NA,NA,NA,873,15300,0,0,0,0,1,1,1,0,1,NA,NA,7200,0,15300,0,0
5,1,20,2.8,NA,8,2,2,1.9,0.095,1.75,4688,104500,0,1,1,8,3,1,1,1,1,6000,1300,6000,0,0,0,0
8.35,0.4,10,4.8,7.19999999999999,3,12,10,10.6,NA,1.5,7925,62000,0,0,1,15,3,1,1,1,1,NA,2500,7800,8000,0,0,0
4.6,2.4,NA,2.5,NA,4,1,2,0.3,NA,NA,3326,42000,0,1,1,10,1,0,0,1,1,NA,NA,4100,0,42000,0,0
1.3,0.325,10,1.98,NA,2,NA,8.1,1.5,NA,NA,1408,42000,0,0,1,6,2,1,1,1,1,NA,240,3900,0,28500,0,1
3.6,NA,10,2.81,1.5,2,NA,1,1.84,NA,NA,2153,15900,1,0,1,5,1,1,1,1,1,NA,200,3000,0,15900,0,0
3.3,1,10,5.85,0.5,1.5,1,3.55,1.5,0.2,NA,3170,80000,1,1,1,6,4,1,1,0,1,3000,400,10000,0,0,0,0
1.5,NA,NA,NA,93,NA,3,2,6.5,NA,NA,1340,95500,1,1,0,0,3,1,1,1,1,5000,NA,7000,80000,15500,0,0
5.5,0.25,10,5.75,NA,2,2,7,4.145,1.11,NA,4542,37480,1,1,0,0,2,1,1,0,1,800,56,9317,0,37480,0,0
NA,NA,NA,1.4,NA,NA,NA,1.45,NA,NA,NA,427,24500,1,0,1,4.5,1,1,1,0,1,NA,112,6900,0,24500,0,0
3.25,NA,10,1.5,0.6,0.9,0.8,3.5,0.3,0.39,NA,1975,37000,0,0,0,0,2,1,1,1,1,NA,56,2312,0,0,0,0
2.8,NA,NA,4.55,NA,NA,NA,5.6,1.4,NA,NA,1672,39480,0,1,1,5,3,1,1,0,1,5500,840,5500,0,36330,0,1
3.1,NA,10,1.5,NA,2,NA,1.35,1.5,1,NA,1630,34300,0,0,1,5,1,1,1,1,0,NA,200,5000,0,28850,0,0
3.5,NA,10,2,0.8,1.3,NA,1.65,1.6,NA,2.5,2316,32500,0,0,1,4.5,2,1,1,0,1,NA,1000,2800,0,0,0,0
4.5,NA,10,3,3.5,2,NA,2.68,0.3,NA,1,2170,120100,1,1,1,6,3,1,1,1,1,3000,500,6000,0,75900,0,0
1.8,NA,10,1,NA,NA,NA,1.3,1,NA,2.5,1102,26000,0,0,0,0,1,1,1,0,0,NA,NA,2000,0,0,0,0
2.8,NA,10,3.3,1.8,2,NA,0.93,1.5,NA,1.5,1697,56230,0,0,0,0,2,1,1,1,0,NA,1000,2600,0,37470,0,1
1,NA,10,4.35,NA,NA,NA,2.9,1,NA,NA,919,28980,0,0,1,4,1,1,1,0,0,NA,1100,5000,0,13500,0,0
0.4,NA,NA,NA,NA,NA,NA,1.5,0.25,1.5,NA,356,63000,1,1,1,4,3,1,0,1,1,10000,NA,1080,0,0,0,0
2,NA,20,2,NA,3,1.5,1.3,0.5,NA,NA,1340,14997,0,0,1,6,1,1,0,0,0,NA,4000,1500,0,13320,0,0
1.4,NA,40,1.75,NA,2,4.2,3.5,NA,NA,NA,1396,50700,0,0,1,5,2,0,0,1,1,NA,NA,1200,0,50700,0,0
0.5,0.4,NA,2.95,0.5,1,NA,1.4,1.5,NA,NA,1165,129400,0,1,1,8,2,1,1,0,1,3000,600,4100,0,33500,0,0
NA,NA,NA,1.35,NA,2,0.8,0.8,1.3,NA,NA,735,21119,0,0,0,0,1,1,1,1,1,NA,200,5200,0,20694,0,0
NA,NA,NA,NA,NA,1,NA,0.4,1,NA,NA,176,28500,0,0,1,4,1,1,1,0,0,NA,NA,3000,14400,8500,0,0
1,1,NA,2.15,NA,1,NA,0.4,0.9,1.5,NA,1020.9,43300,0,0,1,6,1,0,0,0,0,NA,500,594,0,25000,0,0
4.5,NA,NA,0.3,NA,NA,NA,NA,2,NA,6,2510,53000,0,0,0,0,2,0,0,0,0,NA,1000,NA,0,0,0,0
5.1,NA,20,2.8,2.5,2,NA,2.35,3,NA,1.5,3649,93500,1,1,1,5,2,1,1,1,0,5000,NA,4200,300000,26500,0,0
3.5,NA,10,8.39999999999999,1,2,NA,0.8,1.5,NA,NA,2687,42400,0,0,0,0,1,1,1,1,0,NA,NA,2500,0,40300,0,0
1.4,NA,NA,2.5,NA,1,1.5,0.3,0.3,0.19,NA,1819,160900,1,1,0,0,4,1,1,1,1,5000,600,5000,320000,25895,0,0
5.6,NA,20,5.35,1.25,3,0.8,4.3,4.3,0.2,NA,4110,82000,1,1,1,5,3,1,1,1,1,6000,NA,5300,0,20000,0,0
NA,NA,NA,0.45,NA,NA,NA,0.5,0.5,NA,NA,225,25018,1,0,0,0,1,1,1,0,0,NA,NA,3200,0,24300,0,0
1,NA,20,3.06,8,3,NA,0.7,0.255,NA,NA,1345,38578,0,0,0,0,1,1,1,0,1,NA,2000,3500,0,22153,0,0
NA,NA,NA,2.5,NA,1,NA,2,NA,NA,NA,453,11960,0,0,0,0,1,1,1,1,0,NA,NA,4000,0,11960,0,0
0.3,NA,10,3.3,NA,3.5,NA,1,0.4,NA,NA,1150,70000,1,1,0,0,3,1,1,1,1,2500,4000,8000,0,0,0,0
1.25,NA,NA,NA,0.5,2,NA,0.8,0.5,NA,NA,800,18550,0,0,0,0,1,1,1,0,0,NA,500,4000,0,17600,0,0
2.7,0.4,20,8.2,0.9,2.5,NA,NA,3.15,NA,4.5,4546.5,70000,1,1,0,0,3,1,1,1,1,5000,2000,4500,0,0,0,0
1.5,NA,NA,5.2,NA,3,1,1.65,0.6,NA,NA,1642,174000,1,1,1,12,3,1,1,0,1,5000,NA,5000,100000,98500,0,1
0.3,NA,10,0.9,NA,1,NA,0.65,1,2,NA,520,31573,0,0,0,0,1,1,1,0,1,NA,NA,4349,0,24237,0,1
4.3,NA,10,3,1.5,2,NA,0.65,1,2,NA,2234,74800,1,1,0,0,3,1,1,1,1,6000,2000,5000,80000,11000,0,0
5.5,1.3,30,3.5,2.2,3,NA,1.05,3,2.1,NA,3270,56950,1,1,1,4,2,1,1,1,1,NA,NA,5100,0,56100,0,0
2.5,NA,NA,1,2.5,NA,NA,1.3,0.3,NA,4,1002,33400,0,0,0,0,3,1,1,0,1,NA,2500,6000,2500000,0,0,0
11.5,0.74,20,13.15,6.5,3,NA,12,3.5,4.18,2,7688.6,68900,0,1,1,6,4,1,1,1,0,2000,4000,1890,0,0,0,0
5.3,0.48,20,11.06,NA,8.2,1.6,8.2,5.84,3,NA,6055.8,87480,1,0,1,6,4,1,1,1,1,NA,3200,2300,0,50980,0,0
9.7,0.5,30,14.3,10.6,16.8,2.3,11.8,7.2,3.53,NA,11341,177600,1,1,1,6,5,1,1,1,1,6000,1000,5980,1200000,0,0,0
2.59,0.7,20,5.18,6.69999999999999,5.35,0.8,2,1.2,0.25,1.6,3317.7,37910,0,0,0,0,1,1,1,1,1,NA,300,2490,0,28910,0,0
4.4,NA,20,6.94999999999999,NA,NA,NA,2.4,0.5,NA,2,2604.8,24820,0,0,0,0,1,0,0,1,0,NA,300,6300,0,24080,0,0
2.9,NA,10,10.3,3.39999999999999,1.6,0.8,3,2.75,7.1,NA,5291.8,79380,1,0,0,0,3,1,1,1,1,NA,2000,4280,1140000,6180,0,0
6.3,2.3,20,9.59,4,2.7,2.3,14.5,3.28,3.25,3.1,7543,77840,1,1,0,0,3,1,1,1,1,3000,1000,4890,0,19640,0,0
6,NA,10,4.1,4.6,1.3,1.2,1.2,1.33,0.9,NA,2558.4,35870,0,0,0,0,2,1,1,0,0,NA,380,2340,0,16970,0,1
13.6,2.4,20,12.7,6.56,8.3,1.6,9.1,13.9,6,6,10442.8,163352.8,1,1,0,0,5,1,1,0,1,8000,280,5180,276000,64950,0,0
4.68,0.35,10,7.53,NA,3.2,2.3,7.05,2.45,2.15,3.7,5050.8,46200,0,0,1,6,2,0,0,1,0,NA,290,3180,0,0,0,0
4.8,NA,10,2.55,7.8,2.95,NA,2.7,1.25,1.89,NA,3335,55000,0,1,0,0,2,1,1,1,1,2000,600,3890,56000,0,0,0
7.6,NA,30,10.43,18.1,15,1.6,12.9,3.6,5,6.5,6575.6,70780,1,1,0,0,3,1,1,1,1,6000,1200,4380,0,46580,0,0
7,0.68,10,9.22999999999999,18.1,7.3,NA,7.3,7.9,4,NA,8076,53090,1,1,0,0,2,1,1,1,1,2500,NA,4600,0,33090,0,0
2.08,NA,10,5.43,2,5.1,NA,1.2,1.33,NA,NA,2179.9,31585,0,0,0,0,1,1,1,1,0,NA,1000,2100,0,31585,0,0
