"meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
1.9,NA,20,2,3,4,NA,0.8,NA,NA,1.5,1368,112000,1,1,0,0,3,1,1,1,1,3800,120,5700,0,59620,0,0
3.9,NA,20,0.4,3,7,NA,3.2,NA,0.2,NA,2642,76000,1,1,0,0,4,1,1,1,1,4200,240,5300,0,10000,0,0
NA,NA,NA,2.6,NA,9,NA,1.2,3,0.2,NA,2646,111200,1,1,0,0,2,1,1,1,1,4600,NA,4900,0,66200,0,0
4.9,2,30,6.8,9.5,13,NA,2.52,1,NA,1.25,3618,75400,1,0,0,0,3,1,1,1,1,NA,4000,8000,1124000,44400,0,0
3.5,1,20,6.1,5,11,NA,1.34,1.2,0.25,NA,2971,93000,1,1,1,4,3,1,1,1,1,5000,3000,3800,0,0,0,0
0.4,NA,20,0.2,3,9,NA,3.2,NA,NA,0.5,1292,44900,1,1,0,0,3,1,1,1,1,2800,150,5400,0,30020,0,0
0.7,1.2,20,2.2,NA,9,NA,1.2,NA,NA,NA,2727,80000,1,1,0,0,5,1,1,1,1,12400,NA,8500,0,0,0,0
2.1,NA,20,2.4,3,NA,NA,1.2,NA,NA,1,1248,82470,1,0,0,0,6,1,1,1,1,NA,240,6300,0,58470,0,0
NA,NA,20,2.2,NA,9,NA,0.8,NA,0.2,1,1394,120000,1,1,0,0,6,1,1,1,1,3800,240,7100,290000,38180,0,1
4.3,1.5,30,9.4,5,24,1,1.52,4.1,3.35,NA,5411,98000,1,0,0,0,3,1,1,1,1,NA,4000,3800,0,38800,0,1
2,1,10,2.5,4,3,NA,0.679999999999999,1.4,0.25,NA,2231,58000,1,0,0,0,2,1,1,1,1,NA,1500,3200,0,28000,0,0
2,1.5,20,4,6,14,NA,2.96,2.2,1.5,0.5,2701,75600,0,0,0,0,4,1,1,1,1,NA,2500,2600,0,50400,0,1
4.5,1.8,20,3,8,9,NA,0.7,0.6,NA,0.5,2243,40000,1,1,0,0,3,1,1,1,1,2300,450,2980,837000,0,0,0
3,1,20,5.55,7.5,2,NA,2.42,0.8,NA,NA,2219,41240,0,1,0,0,3,1,1,1,1,1800,3000,3700,0,20040,0,1
6.4,1.5,30,5.4,3,7,NA,7.06,0.5,2,NA,2952,89536,1,0,0,0,4,1,1,1,1,NA,900,5860,0,66206,0,1
6.8,NA,20,3,1,5,NA,8.5,1,NA,1.5,2270,50920,0,0,0,0,3,1,1,0,0,NA,1200,3200,0,21320,0,0
6,1.5,20,5.5,5,3,2,4.7,3.5,NA,1.5,2498,62830,0,0,0,0,3,1,1,0,1,NA,2000,3680,0,18050,0,1
3.5,1.3,10,4.8,8.8,3,NA,2,0.6,NA,1.5,2524,61800,0,1,0,0,2,1,1,1,0,3000,2000,2900,0,49700,0,1
9,2.5,30,5.5,3,7,NA,11,4.5,NA,1.5,4189,70700,1,1,0,0,4,1,1,0,1,2500,2000,3800,0,27700,0,0
5.3,1.5,20,5.4,4.5,4,2,3.7,0.5,NA,NA,2327,67290,1,0,0,0,2,1,1,0,1,NA,700,3210,0,27730,0,0
2.5,NA,10,5,12,2,1,2,2.6,NA,0.5,2252,45000,0,1,0,0,2,1,1,1,1,5000,NA,6200,0,0,0,0
5.14,NA,20,6.85,NA,NA,NA,5,2.5,0.1,3.7,2594,39200,0,0,1,6,2,1,1,0,0,880,NA,6587,15000,0,0,0
2.2,NA,NA,1.9,NA,2,NA,0.3,0.2,1.095,NA,1098,31184,0,0,1,8,2,0,0,1,0,NA,2000,1000,0,14184,0,0
3.3,1.5,10,2,NA,1,NA,8,0.4,NA,NA,1155,34260,0,0,1,4,2,1,1,0,0,NA,NA,5000,85000,16102,0,0
2,NA,10,2.3,NA,1.5,NA,0.6,1.8,0.25,NA,1045,16830,1,0,0,0,1,1,1,0,0,NA,NA,4000,0,16830,0,0
14.5,NA,NA,9.5,0.5,3,NA,1.2,0.5,0.1,0.5,4573,71000,0,1,1,10,4,1,1,1,1,2000,600,7200,0,28000,0,0
0.4,1,NA,2.8,NA,1,2,0.5,0.3,NA,NA,940,150000,1,1,1,10,3,1,1,1,1,5000,NA,5000,0,0,0,0
2.5,NA,20,8.5,NA,2.5,NA,0.6,1.4,7,NA,2166,45470,0,0,1,5,2,1,1,1,1,NA,NA,5000,0,45470,0,0
5.5,NA,10,2,1,1,NA,1.6,1.8,0.095,0.5,1801,45000,0,1,0,0,1,1,1,0,1,15000,NA,5500,0,0,0,0
2.8,NA,20,4.9,NA,2,NA,4.2,2,0.1,NA,2335,37968,1,1,1,6,2,1,1,1,1,900,NA,6500,0,37968,0,0
NA,1,NA,2,1,2,NA,2,2,NA,0.7,1030,49300,1,0,0,0,4,1,1,0,1,NA,100,5600,0,32750,0,0
2.8,NA,10,5.7,NA,2,1,6.6,1,0.034,NA,2782,35968,0,1,1,8,2,1,1,1,1,1500,NA,6200,0,35968,0,0
2.5,NA,10,1.5,NA,1,NA,0.6,0.6,1.095,NA,1365,39560,1,0,1,5,1,1,0,0,1,NA,NA,1060,0,12560,0,0
10,NA,NA,2,NA,NA,NA,1,3.5,NA,NA,2490,23300,0,0,1,2,1,1,0,0,0,NA,NA,700,0,22300,0,0
4.1,1.8,30,20,NA,9.5,0.8,6.6,4.3,0.2,NA,5812,29500,0,0,1,8,3,1,0,1,1,NA,NA,1028,0,11300,0,0
0.5,NA,10,2.4,NA,1.5,NA,1.1,NA,NA,NA,819,50000,0,0,1,15,2,0,0,0,1,NA,1500,1200,0,0,0,0
3.6,2,NA,1,NA,3,2,2,11.2,0.45,NA,2940,33000,0,1,1,4,2,1,1,1,1,2000,NA,4000,0,32000,0,0
3,NA,10,3.3,NA,1,NA,0.6,0.5,1,NA,1137,20159,0,0,1,4,1,1,1,1,1,NA,NA,6500,0,20159,0,0
2.5,NA,30,9,NA,1,NA,0.35,1.5,NA,NA,2246,84596,0,1,1,8,2,0,0,0,1,3000,440,800,0,22596,0,1
2,1,NA,4,NA,NA,NA,1.8,NA,NA,NA,975,59086,0,0,0,0,2,1,1,0,0,NA,800,5500,0,24086,0,1
1.9,NA,10,2.5,1,NA,1,0.8,0.5,NA,NA,908,24784,0,0,0,0,1,1,1,1,0,NA,NA,3100,0,24784,0,0
13.2,NA,30,15.9,2,4,NA,1.2,1.5,0.2,NA,5983.2,103409,0,1,0,0,7,1,1,1,1,3000,700,9000,0,47409,0,1
0.2,NA,NA,7.88,2,8.5,NA,2,1.7,NA,NA,1338,26792,0,0,0,0,2,1,1,1,1,NA,560,6500,0,25600,0,1
2.5,NA,10,10.2,NA,1,NA,1.45,0.5,NA,1,2127,55200,0,0,0,0,3,1,1,0,1,NA,NA,4500,0,7500,0,0
4.5,NA,20,7.4,2.5,2,NA,3,NA,2,0.7,2360,63000,1,1,0,0,3,1,1,1,1,6000,NA,3090,12000,0,0,0
6.5,NA,10,3,0.5,2,NA,1.2,0.7,2,NA,2300,41856,0,0,0,0,2,1,1,1,1,NA,NA,9000,0,41856,0,1
3,NA,20,11,NA,2,1,3.2,1.3,NA,5.7,3024,57872,1,1,1,10,3,1,1,1,1,2500,NA,7600,0,57872,0,0
6,NA,30,23,NA,3,NA,2,2,NA,2,4172,187256,0,1,1,10,7,1,1,1,1,NA,700,6200,0,66256,0,0
0.25,1.5,20,2,NA,3,NA,0.4,2,NA,NA,1837,62536,1,0,0,0,2,1,1,1,1,NA,NA,4730,0,32536,0,0
3.3,NA,10,3,NA,3,NA,1,1,NA,NA,1496,42000,0,0,0,0,2,1,1,0,1,NA,NA,5000,0,0,0,0
0.5,NA,NA,3.5,NA,2,NA,1.2,0.5,2.095,NA,1460,41616,0,1,1,5,2,1,1,0,0,2000,NA,1000,20250,29610,0,0
4.5,NA,NA,2.5,NA,1,NA,0.6,0.2,1.095,NA,1639,866000,0,1,1,10,4,1,0,1,1,12000,3000,1300,2000000,0,0,0
2.3,NA,NA,3,NA,1,NA,0.6,1.1,0.095,NA,1583,18000,0,0,1,5,1,0,0,0,1,NA,NA,620,0,11000,0,0
1.4,NA,20,6.78,3,2,NA,0.4,2,NA,NA,1650,119900,0,1,0,0,7,1,1,0,1,2800,850,7800,0,27900,0,0
1.1,NA,20,3.7,NA,2,NA,0.9,1.5,0.2,NA,1723,65000,1,1,0,0,4,1,1,1,1,3000,NA,8000,0,0,0,0
3.3,0.4,10,4.4,NA,NA,NA,1.7,2,NA,NA,1207,45996,0,0,1,12,2,0,0,1,1,NA,800,400,0,19996,0,0
1.5,NA,10,5.9,2.5,1,NA,2,6,NA,NA,1295,30776,0,0,0,0,1,0,0,0,1,NA,535,3500,0,20776,0,0
3.1,NA,20,16,4,4,NA,2,7.5,0.2,NA,2992.99,104800,0,0,0,0,5,1,1,1,1,NA,968,7000,0,50800,0,0
2.5,0.5,10,2.9,NA,1,0.5,0.6,1.6,0.15,NA,1388,22849,0,0,0,0,1,1,1,0,0,NA,1200,3500,0,22849,0,0
5.84,NA,20,3.5,1,2,1,1.2,0.4,2.095,2,2614,100200,1,1,1,8,4,1,1,0,1,5000,1100,5250,448000,0,0,0
0.88,NA,20,9.7,NA,4.8,NA,2,1,1,3,2662,57000,1,0,0,0,2,1,1,1,1,NA,NA,5200,0,0,0,0
1.5,NA,NA,3,NA,1,NA,2,0.4,NA,NA,618,15000,0,0,0,0,2,1,1,0,1,NA,500,6300,0,0,0,0
8,NA,20,2,3,3,4,12,2,NA,NA,4675,89800,0,0,1,20,3,1,1,1,1,NA,NA,NA,0,31800,0,1
5,NA,10,5,NA,6,NA,21,9,6,NA,8305,96200,1,0,1,12,6,1,1,1,1,6100,NA,NA,0,36800,0,1
5,1,10,3,NA,3,2,3,NA,NA,NA,3075,32800,0,0,0,0,1,1,1,1,1,NA,NA,NA,0,6400,0,1
6,NA,NA,2,4,3,NA,14,1,NA,NA,2620,37100,1,1,0,0,4,1,1,1,1,7200,NA,NA,0,28200,0,0
3,NA,10,4,5,3,NA,15,2,NA,NA,3970,76800,1,1,0,0,4,1,1,1,1,6800,NA,NA,0,35100,0,0
7,1,10,5,12,9,NA,34,3,NA,NA,5280,93000,0,1,0,0,6,1,1,1,1,4800,NA,NA,0,0,0,0
7,NA,10,4,5,2,3,29,2,NA,NA,3945,120000,1,0,0,0,4,1,1,1,1,NA,NA,NA,0,13500,0,0
3,NA,NA,4,2,NA,4,32,3,NA,NA,3230,168000,0,0,1,10,6,1,1,1,1,NA,3200,NA,0,25300,0,0
6,NA,10,7,NA,5,NA,21,4,NA,NA,5305,86200,0,1,1,12,5,1,1,1,1,NA,NA,NA,0,17000,0,0
NA,NA,NA,2,15,NA,NA,32,3,NA,NA,2150,83000,1,1,1,20,7,1,1,1,1,10200,NA,NA,0,36000,0,1
2,NA,10,3,7,2,2,2,2,NA,NA,1450,38000,0,0,0,0,1,1,1,1,1,NA,NA,NA,0,0,0,0
10,NA,20,5,16,2,4,11,3,NA,NA,7970,124000,0,1,1,20,7,0,0,1,1,8600,NA,NA,0,12600,0,1
3,NA,10,1,5,2,NA,4,1,NA,NA,2540,43200,0,0,0,0,1,1,1,1,1,NA,NA,NA,0,13200,0,0
NA,NA,NA,NA,NA,NA,3,23,3,NA,NA,2025,125000,1,1,1,25,5,1,1,1,1,7800,NA,NA,0,12800,0,1
3,NA,10,4,8,NA,2,16,3,NA,NA,2430,103800,1,1,0,0,4,1,1,1,1,4800,NA,NA,0,24800,0,0
10,NA,20,2,NA,2,3,15,2,NA,NA,5430,135000,0,0,1,12,4,1,1,1,1,NA,2200,NA,0,0,0,0
5,NA,20,2,9,NA,3,23,3,NA,NA,4835,156600,1,0,1,20,5,1,1,1,1,NA,3200,NA,0,30000,0,1
NA,NA,10,4,4,2,NA,8,5,NA,NA,1805,43400,0,0,1,20,2,1,1,1,1,NA,2200,NA,0,12600,0,0
NA,3,NA,NA,NA,NA,2,29,7,6,NA,5240,138000,1,1,1,27,10,1,1,1,1,7800,NA,NA,0,25500,0,1
3,3,NA,3,NA,2,3,21,NA,NA,NA,2345,124000,0,0,1,25,5,1,1,1,1,NA,NA,NA,0,17000,0,0
6,NA,NA,4,NA,NA,4,16,4,NA,NA,3950,130000,0,1,1,25,4,1,1,1,1,6300,NA,NA,0,0,0,0
10,NA,NA,5,NA,NA,4,28,2,NA,NA,6790,96800,1,1,1,25,6,1,1,1,1,6800,NA,NA,0,12400,0,1
9,NA,10,2,7,2,3,6,4,NA,NA,4170,73000,1,1,1,12,4,1,1,1,1,NA,NA,NA,0,0,0,0
3,NA,10,2,10,5,3,22,3,7,NA,4060,135000,1,0,1,10,5,1,1,1,1,NA,610,NA,0,12600,0,0
10,NA,10,2,3,10,3,21,2,NA,NA,3945,116200,1,0,1,25,4,1,1,1,1,NA,1200,NA,0,10200,0,0
NA,2,NA,NA,NA,NA,NA,32,4,NA,NA,2240,125000,0,1,1,50,8,1,0,1,1,4880,NA,NA,0,14800,0,0
4,3,NA,2,NA,6,3,33,2,4,NA,5790,146000,1,1,1,27,13,1,0,1,1,6200,NA,6800,0,41780,0,0
NA,3,NA,2,NA,3,NA,14,2,NA,NA,2440,93000,1,0,1,20,4,1,0,1,1,7200,NA,NA,0,18200,0,0
NA,NA,NA,NA,NA,NA,NA,40,30,10,NA,3005,115000,1,1,1,55,10,1,0,1,1,7200,NA,7800,0,0,0,0
8,NA,NA,2,NA,NA,2,29,3,NA,NA,4810,76300,0,1,1,36,6,1,0,1,1,5800,NA,NA,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,21,5,NA,NA,835,143000,0,1,1,25,8,1,0,1,1,7300,NA,NA,0,16800,0,0
NA,5,NA,NA,NA,NA,NA,20,3,NA,NA,1810,135000,1,1,1,30,5,1,0,1,1,6800,NA,NA,0,26780,0,0
NA,4,NA,2,NA,NA,NA,30,NA,NA,NA,2100,116800,1,1,1,16,6,1,0,1,1,7200,NA,NA,0,0,0,0
5,2,NA,2,NA,NA,NA,14,3,NA,NA,4650,95000,1,1,1,34,5,1,0,1,1,6800,NA,NA,0,1670,0,0
NA,2,NA,NA,NA,NA,NA,27,2,NA,NA,1545,138000,1,0,1,25,6,1,0,1,1,1300,NA,NA,0,0,0,0
10,NA,NA,2,50,NA,3,14,NA,NA,NA,5560,38000,0,0,1,14,3,1,0,1,1,NA,3200,NA,0,11600,0,0
6,NA,NA,NA,NA,NA,2,28,2,NA,NA,2420,264000,0,1,1,20,6,1,0,1,1,7200,2200,NA,0,40480,0,0
9,NA,NA,3,14,2,3,28,1,NA,NA,3010,256000,1,1,1,25,6,1,0,1,1,6800,NA,NA,0,14800,0,0
6,NA,NA,NA,NA,NA,2,7,2,NA,NA,1955,160000,0,1,1,25,3,1,0,1,1,4800,NA,NA,0,13000,0,0
NA,4,NA,NA,NA,10,2,15,5,NA,NA,3110,138000,1,0,1,36,4,1,0,1,1,NA,1200,NA,0,0,0,0
5,3,NA,NA,NA,NA,2,21,2,NA,NA,4385,133000,1,0,1,20,6,1,0,1,1,NA,1200,NA,0,30600,0,0
3,2,NA,NA,NA,15,2,6,2,NA,NA,3380,130000,0,0,1,45,3,1,0,1,1,NA,1500,NA,0,25800,0,0
2,NA,NA,NA,3,NA,1,7,2,3,NA,1375,123000,1,0,1,30,2,1,0,1,1,NA,600,NA,0,17420,0,1
NA,NA,NA,NA,6,9,2,10,6,10,NA,3550,112000,0,0,1,20,4,1,0,1,1,NA,1300,NA,0,0,0,0
5,NA,NA,NA,13,12,2,25,2,NA,NA,3415,135000,0,1,1,20,6,1,0,1,1,NA,1200,NA,0,36600,0,0
3,2,NA,NA,6,NA,3,22,5,NA,NA,3540,126000,0,0,1,20,5,1,0,1,1,NA,1300,NA,0,0,0,0
6,NA,NA,NA,8,23,2,22,4,6,NA,5315,135000,0,0,1,30,4,1,0,1,1,NA,1300,NA,0,14200,0,0
5,4,NA,NA,3,NA,NA,30,5,NA,NA,4350,138000,0,0,1,40,5,1,0,1,1,NA,1200,NA,0,0,0,0
3,2,NA,NA,10,12,2,31,2,NA,NA,3750,136000,0,0,1,20,5,1,0,1,1,NA,1200,NA,0,14200,0,0
NA,NA,NA,NA,9,22,2,12,4,6,NA,1980,136000,0,0,1,25,4,1,0,1,1,NA,1200,NA,0,0,0,0
6,NA,NA,NA,NA,30,3,27,2,6,NA,2590,121060,0,0,1,30,6,1,0,1,1,NA,1200,NA,0,23800,0,0
3,NA,10,1,10,3,NA,10,NA,NA,NA,1165,64000,0,0,1,40,1,1,0,1,1,NA,1800,NA,0,0,0,0
6,3,NA,NA,NA,4,2,21,5,6,NA,3470,154000,0,0,1,46,6,1,0,1,1,NA,1500,NA,0,0,0,0
3,NA,NA,NA,NA,NA,NA,10,2,NA,NA,1830,15000,0,0,1,30,1,1,0,1,1,NA,1200,NA,0,0,0,0
3,NA,NA,NA,NA,2,3,4,2,6,NA,1625,46000,0,1,1,20,1,1,0,1,1,NA,NA,NA,0,15200,0,0
3,NA,NA,NA,NA,30,2,26,2,NA,NA,2450,126000,0,0,1,45,4,1,0,1,1,NA,2400,NA,0,0,0,0
NA,NA,NA,NA,NA,30,2,9,6,6,NA,2035,76000,0,0,1,30,2,1,0,1,1,NA,600,NA,0,19100,0,0
5,2,NA,NA,NA,6,2,33,4,NA,NA,3950,120323,0,0,1,45,6,1,0,1,1,NA,1200,NA,0,46323,0,0
NA,NA,NA,NA,NA,10,2,32,5,NA,NA,2410,103700,1,0,1,40,4,1,0,1,1,NA,1200,NA,0,31700,0,1
NA,2,NA,NA,NA,NA,2,24,5,3,NA,1735,65600,0,0,1,20,5,1,0,1,1,NA,NA,6200,0,0,0,0
NA,1,NA,NA,NA,NA,2,19,3,2,NA,1585,72800,0,1,1,40,3,1,0,1,1,NA,NA,NA,0,0,0,0
NA,1,20,NA,NA,NA,NA,3,4,NA,NA,1335,63800,0,0,1,10,1,1,0,1,1,NA,NA,NA,0,0,0,0
NA,1,NA,NA,NA,NA,1,4,3,NA,NA,925,43000,0,0,1,10,1,1,0,1,1,NA,1000,NA,0,0,0,0
NA,NA,NA,NA,NA,8,NA,28,2,NA,NA,1960,120600,0,0,1,45,6,1,0,1,1,NA,2300,5600,0,36000,0,0
NA,3,NA,NA,NA,NA,1,10,5,5,NA,2045,48100,1,1,1,15,3,1,0,1,1,5200,NA,NA,0,24300,0,0
2,4,NA,NA,NA,3,5,48,8,10,NA,5095,145000,0,1,1,80,11,1,0,1,1,5400,NA,NA,0,25000,0,0
5,NA,NA,NA,NA,6,2,23,4,6,NA,3480,156000,0,0,1,40,4,1,0,1,1,NA,NA,NA,0,0,0,0
2,3,NA,NA,NA,9,2,25,4,6,NA,3800,138000,1,0,1,38,5,1,0,1,1,NA,1200,NA,0,22500,0,0
5,3,NA,NA,NA,5,2,34,4,NA,NA,3830,164000,1,1,1,28,7,1,0,1,1,6500,NA,NA,0,0,0,0
5,2,NA,NA,NA,9,2,24,6,NA,NA,4525,120000,0,0,1,40,4,1,0,1,1,NA,1600,NA,0,0,0,0
5,2,NA,NA,NA,NA,3,24,7,3,NA,4325,128000,1,0,1,20,4,1,0,1,1,NA,1450,NA,0,11200,0,0
3,2,NA,NA,NA,12,2,30,6,6,NA,4070,120000,0,1,1,40,4,1,0,1,1,6800,1200,NA,0,0,0,0
2,NA,20,2,11,NA,NA,15,4,NA,NA,2600,136600,0,1,0,0,4,1,1,1,1,7800,NA,NA,0,26600,0,0
6,NA,20,1,17,2,NA,3,4,NA,NA,3290,81200,1,1,0,0,2,1,1,1,1,8100,NA,NA,0,13200,0,0
7,NA,20,2,8,2,2,13,3,NA,NA,4460,138000,1,1,1,15,3,1,0,1,1,6800,NA,NA,0,27000,0,0
10,3,20,4,11,NA,NA,16,5,NA,NA,4550,78850,0,0,1,12,3,1,1,1,1,NA,3200,NA,0,10850,0,0
5,NA,5,2,6,2,1,4,1,NA,NA,2610,45000,0,0,0,0,1,1,1,1,1,NA,NA,NA,0,13200,0,0
3,2,NA,2,6,2,3,25,2,NA,NA,3240,80600,0,0,1,40,5,0,0,1,1,NA,2200,NA,0,12600,0,0
6,NA,10,2,5,NA,3,4,1,NA,NA,2830,42000,1,1,1,15,2,1,0,1,1,7200,NA,NA,0,0,0,0
2,2,NA,4,NA,NA,2,2,1,2,NA,2490,57720,0,0,1,28,1,1,0,1,1,NA,1000,NA,0,15720,0,1
NA,3,NA,NA,13,6,NA,5,3,NA,NA,2335,168000,1,0,1,25,2,1,0,1,1,NA,NA,NA,0,17980,0,1
8,NA,NA,NA,NA,NA,3,25,9,6,NA,3905,71800,0,0,1,45,5,1,0,1,1,NA,2400,NA,0,220,0,0
NA,3,NA,NA,3,10,2,22,4,NA,NA,2475,245000,1,1,1,25,4,1,0,1,1,6800,NA,NA,0,0,0,0
3,2,NA,NA,3,9,2,10,5,6,NA,2930,64000,1,1,1,36,2,1,0,1,1,6200,1200,NA,0,0,0,0
5,2,NA,NA,NA,22,2,24,4,6,NA,4720,109000,0,0,1,25,2,1,0,1,1,NA,800,NA,0,0,0,0
2,NA,NA,3,3,12,NA,2,1,NA,NA,1260,29300,0,0,1,20,1,1,0,1,1,NA,NA,NA,0,22500,0,0
2,NA,NA,NA,2,3,1,6,2,NA,NA,1845,76800,0,0,1,11,2,1,0,1,1,NA,1500,NA,0,17000,0,0
5,2,NA,NA,NA,NA,2,5,2,NA,NA,3190,64500,0,0,1,15,2,1,0,1,1,NA,NA,NA,0,9280,0,0
NA,2,NA,NA,NA,6,NA,3,3,3,NA,2076,64500,0,0,1,25,8,1,0,1,1,NA,NA,NA,0,41800,0,1
NA,3,NA,NA,NA,4,NA,23,6,NA,NA,3325,118000,0,0,1,58,7,1,0,1,1,NA,3100,NA,0,26000,0,1
NA,NA,NA,NA,NA,NA,NA,22,35,NA,NA,2855,53200,0,0,1,40,4,1,0,1,1,NA,300,NA,0,18000,0,0
3,NA,NA,NA,NA,3,2,33,4,3,NA,2810,136000,0,0,1,67,5,1,0,1,1,NA,1380,NA,0,0,0,0
5,2,NA,NA,NA,9,2,30,5,NA,NA,4490,165000,1,0,1,52,7,1,0,1,1,NA,1200,NA,0,10200,0,0
5,3,NA,NA,NA,4,2,30,7,6,NA,5040,136000,0,0,1,50,8,1,0,1,1,NA,1500,NA,0,0,0,0
NA,NA,NA,NA,NA,NA,NA,30,34,NA,NA,3110,114600,1,1,1,25,6,1,0,1,1,5400,NA,NA,0,23020,0,0
2,NA,30,2,3,4,NA,3,1,NA,NA,2095,28000,0,0,1,16,1,1,0,1,1,NA,NA,NA,0,11800,0,0
2.4,1,10,4,NA,4,NA,4,1,NA,NA,2288,37740,0,0,0,0,2,1,1,1,1,NA,NA,5000,0,33440,0,1
15,1,NA,15,NA,NA,NA,7,7.5,10.25,6,8082,74200,0,0,0,0,6,0,0,0,1,NA,700,2000,50000,34200,0,0
1,NA,NA,3,NA,2,NA,1.5,3,0.075,NA,1178,51820,0,0,1,1,2,1,0,0,0,NA,600,1500,0,51820,0,1
2.3,NA,NA,3.5,NA,1,NA,1.5,2,0.15,8,2664,67900,0,1,1,3,4,0,0,1,1,4000,200,1740,150000,26400,0,0
3,NA,20,4.5,NA,1,3,5,1.5,0.075,NA,2173,60400,0,1,1,4,2,1,0,1,1,2000,700,840,150000,0,0,0
4.5,NA,NA,3,2,3.5,2,5.5,NA,0.1,NA,1807,42800,0,0,0,0,2,0,0,0,0,NA,200,300,0,42800,0,0
6.5,1.5,20,19.9,NA,5,2,11,3.5,NA,NA,5670,119600,1,1,1,4,7,1,1,1,1,5000,1000,4000,300000,63600,0,0
0.3,NA,20,1.6,NA,2,NA,1.5,3.52,NA,1,1402,109500,1,1,1,4.3,1,1,1,0,1,NA,1000,3500,0,49500,0,0
1.2,NA,20,5.05,27,NA,NA,1.5,4,1.5,NA,1736,49000,0,0,0,0,4,1,1,0,1,NA,330,3700,0,14000,0,0
1.8,NA,10,0.25,3,3,NA,3.25,1.2,NA,NA,1275,26000,1,0,0,0,1,1,1,1,1,NA,500,5500,0,0,0,0
1,1.2,20,20.67,NA,2,NA,1.5,2.3,NA,2.7,3238,42000,1,1,1,14,3,1,1,1,1,6000,132,3000,0,0,0,0
2.5,NA,10,2.7,130,1,NA,4,NA,NA,3,1149,37315,0,0,1,2,2,0,0,0,0,NA,1000,2500,12000,23315,0,0
1.8,NA,10,0.9,2,NA,NA,2.4,1,0.2,4,1397,18500,0,0,0,0,2,1,1,0,0,NA,1000,600,0,0,0,0
4,NA,20,3.2,NA,4,NA,2,1,NA,NA,1814,57240,0,1,1,6,2,0,0,0,1,2150,NA,1800,0,58140,0,0
2.5,NA,NA,3.8,10,5,0.8,1.9,1.7,NA,NA,1708,60000,1,1,1,5,3,0,0,1,1,3600,NA,1300,300000,32000,0,0
5.7,1.96,40,4.35,2.9,3,1.6,6.5,3.1,6.23,1.75,6037,46970,0,0,1,5,3,1,1,0,1,NA,1230,4400,0,28930,0,0
2.35,NA,10,1.75,NA,0.55,1,2,0.55,1.6,1,1751,45200,0,0,0,0,1,1,1,1,1,NA,1200,9500,0,21200,0,0
3.2,NA,NA,2,2,0.5,1,5,1,0.1,2,1470,22900,0,0,0,0,2,1,1,1,0,NA,600,3000,0,22900,0,1
2.8,1,10,2.5,12,1,2,7,1.3,NA,2,2138,33120,1,1,1,10,2,1,1,1,1,2100,NA,4000,0,15120,0,0
2.5,NA,10,3,NA,1,1,3.5,0.75,NA,1,2026,44500,0,1,1,5,2,1,1,1,1,NA,1000,2800,2500000,13000,0,0
2.7,0.6,10,1.5,4,1,1,2,0.1,5.1,NA,1845,35000,0,0,0,0,1,1,1,1,1,NA,800,3500,0,0,0,0
2.6,1,NA,2.1,NA,0.6,1,4,1.45,0.075,NA,1922,29000,1,0,1,5,1,1,1,1,1,NA,600,3500,0,14800,0,0
2.35,1.3,10,0.65,0.3,0.5,NA,2.5,2.5,3.095,NA,2704,32000,1,0,0,0,1,1,1,1,1,NA,350,10000,0,0,0,0
6,2,100,12,NA,6,1,25,6,6,2,9140,93000,1,1,1,6,5,1,1,1,1,5000,900,6000,0,16500,0,0
6,NA,10,11.75,1,4,NA,3.3,3.5,0.2,NA,5434,55000,1,1,0,0,3,1,1,1,1,3000,850,6000,180000,0,0,0
2.2,NA,NA,0.649999999999999,NA,0.65,2,5.5,1.2,NA,NA,1830,54615,0,1,1,4,2,1,1,0,1,1900,660,3000,0,54615,0,1
4.4,1.8,NA,2.74,NA,0.6,1,3.6,0.3,0.2,0.5,2965,59430,0,0,1,7.8,2,1,1,0,1,NA,1300,3800,0,28430,0,0
2.5,NA,NA,5.5,NA,NA,NA,1,NA,NA,NA,907,40700,0,0,1,4.5,1,1,1,1,0,NA,330,3700,0,34700,0,0
5.5,NA,NA,9,320,6,1.6,2.3,1.7,18.25,1,5497,81000,1,1,0,0,5,1,1,1,1,6000,1500,5000,1500000,0,0,0
14,1.2,20,2.2,6.5,10,0.8,2.6,1,0.25,NA,4287.5,34000,1,0,0,0,2,1,1,1,1,NA,220,2800,0,15300,0,1
1,NA,NA,4,NA,NA,NA,2,0.2,NA,NA,866,25000,0,0,1,1,1,0,0,0,1,NA,200,480,0,0,0,0
2.5,NA,NA,5.1,NA,NA,NA,7,1,4.69,NA,1845,45000,0,1,1,4,2,1,0,0,1,4000,NA,2000,270000,32000,0,0
0.8,NA,30,NA,NA,NA,NA,1,2,NA,NA,730,23400,0,0,1,2,1,1,0,1,0,NA,NA,1800,0,23400,0,0
0.8,0.2,NA,3.6,NA,2,NA,0.9,3.3,2.05,1,3161,42558,1,1,1,6,4,0,0,1,1,4000,NA,2100,900000,32100,0,0
