"","meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
"187",3.5,2,0,0,0,3,2,13.8,6.3,0,0,2516,71946,0,1,1,7,11,1,1,1,1,5000,2000,1000,200000,30206,0,0
"188",3.9,0,20,7.25,0,2,0.3,2.65,2,0,0,3857,21400,1,0,1,6,1,1,1,1,0,0,1200,3000,0,18400,0,0
"189",3.85,0.3,10,4.35,2,5.5,1.7,4.4,5.45,0.095,0.5,3865,49100,0,0,0,0,1,1,1,1,0,0,500,3000,0,23800,0,0
"190",2.86,0,10,2.6,0,7.4,0,1.6,0.1,0.1,0,1498,30400,0,0,1,5,2,1,1,0,0,0,810,1500,0,29900,0,0
"191",2.3,0.3,20,3.6,1.3,4,0,2.55,4.1,2.2,8.8,6448,80000,0,1,0,0,4,1,1,0,1,5000,0,7000,300000,0,0,0
"192",4.9,0,30,6.14999999999999,7.73,5,2.8,5,3.2,0.095,2.6,3432,108500,0,0,0,0,5,1,1,1,1,0,350,4500,0,19500,0,0
"193",5.95,2,30,6.04,4.1,3.2,2,7.3,2.5,0.28,0.75,4952,77130,0,0,0,0,4,1,1,1,1,0,1440,8000,0,27130,0,0
"194",2.7,0,10,6.48,5.5,3,0,4.05,1.22,0,0,1964,34100,0,0,0,0,1,1,1,0,1,0,200,2500,0,20500,0,0
"195",5.1,1.5,10,6.6,3.5,3,1,5.3,3.6,2,0.5,3953,91000,1,0,1,4,5,1,1,1,1,0,1000,6500,0,29000,0,0
"196",0,0,0,0,0,0,0,0.3,0,0,0,27,14000,0,0,0,0,1,1,1,1,1,0,2000,3000,35000,0,0,0
"197",13,1,0,3,0,2,0,3,0.45,0,0.75,5747,30100,0,1,1,3,2,1,0,1,0,2500,0,1050,0,30100,0,0
"198",1.9,1.4,0,2.8,0,2,1,4.3,8.6,0,0,3745,60000,0,1,1,10,2,1,0,1,1,2250,0,3800,0,47000,0,0
"199",4.5,0,30,2.5,0,2,1,13.4,1,0.28,0,3425,55000,0,0,1,5,2,1,0,1,1,0,0,4000,0,39100,0,0
"200",4.5,3,0,0.5,0,0,0,5.4,5,0,0,3014,36700,0,0,1,61,1,1,0,0,0,0,0,400,0,25700,0,0
"201",9.08,0.72,0,8.255,0,0,0,3,0.6,0,0,4374,95000,1,1,1,45,3,1,0,0,1,5000,1300,930,0,1000,0,0
"202",2,0,0,3.8,0,0,0,3.66,4.5,6.2,0,3398,85200,0,1,1,30,6,0,0,1,0,1500,2000,5000,0,65600,0,0
"203",1,0,0,0,0,7,1,6.7,1,0.3,0,2077,41100,0,1,1,100,2,0,0,1,0,5000,0,1700,0,21100,0,0
"204",5.5,0.4,0,4.9,0,8.2,2,4.68,1.7,0.2,1.5,4882,66730,0,0,1,100,2,1,1,1,0,1500,0,800,0,65030,0,0
"205",3,0,0,4.1,3.5,2.5,1,5,1,2.2,0,3160,31000,1,0,1,12,2,0,0,0,0,0,0,1500,0,0,0,0
"206",2,0,0,3.5,0,4,0,6.3,1,0,0,2350,73600,1,1,0,0,4,1,1,1,1,1000,0,4000,0,3600,0,0
"207",7,0,0,5.5,0,3,0,2.5,0.5,0,0,4484,75000,0,1,1,10,4,1,0,1,1,3000,600,5000,0,1000,0,0
"208",1,0,0,2,0,0,0,2.7,5,0,0,1135,73300,0,1,0,0,4,1,0,1,1,1000,0,2900,0,3300,0,0
"209",10,2,10,6.3,0,0,0,3,4.5,0.4,0,4165,22170,0,0,1,15,1,1,0,0,1,0,0,2700,50000,21170,0,0
"210",4.5,0,30,4,0,3,0,3.22,3.7,0.2,0,3782,125000,0,1,0,0,1,0,0,1,0,15000,0,500,0,0,0,0
"211",2.5,1,0,6.5,0,0.5,0,4.34,3.5,0,0,2018,48369,0,0,1,32,2,0,0,0,0,0,0,700,0,47397,0,0
"212",2.5,1.2,0,3,0,3,1,1.74,0.8,0,0,1767,25300,1,0,1,100,1,1,0,1,0,0,0,2000,0,25300,0,0
"213",3,0,0,7.5,0,0,0,4.27999999999999,1.5,0,0,2475,43000,0,1,1,100,2,0,0,1,1,5000,0,450,0,0,0,0
"214",7,0,0,6,0,0,1,3.34,4.5,0.2,0,4187,69400,0,1,1,100,7,1,1,1,1,3000,0,1200,0,6500,0,0
"215",10.5,3,0,7,0,0,0,5.7,9,7.2,0,5823,82200,0,1,1,15,3,1,0,0,1,2500,0,1500,0,0,0,0
"216",1.7,1.32,0,2.2,0,0,0.9,6.5,0.46,0,0,2085,39494,0,0,1,25,1,1,0,0,0,0,0,1100,0,20000,0,0
"217",5,0,0,8.3,0,0,0,2.8,24,0.19,0,4776,65500,0,0,1,65,2,1,1,0,0,0,0,620,0,51327,0,0
"218",0.645,1,0,2,0,0,0,2.2,0.5,0,0,1076,11000,0,0,1,10,1,1,0,0,0,0,0,560,0,0,0,0
"219",2,0,0,3.2,0,0,0,1.1,0.15,0,0,1036,100418,1,1,1,57.19,2,1,0,0,1,5000,0,4439,0,55124,0,1
"220",3,0,0,3,3,0,1,1,2,0,3,2325,52000,1,1,0,0,2,1,1,0,1,1000,0,1500,0,650,0,0
"221",2,3,0,6,0,0,0,6,0.3,0.095,3,2425,54500,1,1,1,11,2,1,0,1,1,6000,0,3000,0,4500,0,0
"222",3,0,10,2.5,0,0,0.8,2.2,1,2,0,1860,51000,0,0,1,3,3,0,0,1,1,0,0,2500,0,1037,0,0
"223",7,0,0,7,10,0,2,14,7,2,0,5555,104000,0,1,1,12,5,0,0,1,1,6000,0,3500,0,21000,0,0
"224",1,0,0,0,0,0,0,6.68,0,0.095,0,1174,41000,0,1,1,100,3,0,0,0,1,2000,0,800,0,41000,0,0
"226",2,0,0,3.7,0,0,2,5.2,0.1,0,0,1791,138500,1,1,1,20,3,1,1,1,1,10000,0,4200,900000,16500,0,0
"227",1.5,0,0,2,0,1,0,3.5,10.2,0,0,1682,15200,0,0,1,6,1,1,1,0,1,0,0,2700,0,15200,0,0
"228",1.5,0,0,1,2,1,1,2.5,0.5,0,0,1019,15700,0,0,1,7.8,1,1,1,1,1,0,0,1800,0,15100,0,0
"229",1.2,0,0,1.75,0,0,0,1.25,0,0,0,457,12130,0,0,0,0,1,1,1,1,0,0,176,5250,0,12130,0,0
"230",5.5,1.2,0,1.75,0,0,0,0.919999999999999,0,0,0,1923,55400,1,1,0,0,2,1,1,1,1,4200,0,2890,0,19800,0,0
"231",10.6,0,20,3.5,0,0,3,9.65,1.5,0,0,4756,58000,0,1,1,10,4,1,1,1,1,7000,0,6800,0,0,0,0
"232",2,0,0,4.9,0,1.5,0,4.95,0,0,0,1462,62240,1,0,0,0,3,1,1,1,1,0,4500,4960,0,22640,0,1
"233",2.05,0,0,2.43,2,0,0,2.5,0.4,0,0,1275,35300,0,1,0,0,3,1,1,1,1,5000,700,3280,0,980,0,0
"234",0.48,0,0,4,0,2.9,0,5.9,0.6,0,0,1381,45383,0,1,0,0,3,1,1,1,1,5000,0,3250,0,11483,0,0
"235",2.1,0,10,1.5,3,0,0,4.15,0.5,0,0,785,34140,0,0,0,0,2,1,1,1,1,0,88,3960,0,1240,0,0
"236",4,1,20,1.5,0,3.5,1,5.4,0.5,0.1,0,2782,124550,0,0,1,2,4,1,1,0,1,0,6000,3900,150000,28750,0,1
"237",1.3,0.7,10,1.3,0,1,0.8,0.7,0.2,0.1,0,1474,16708,0,0,0,0,1,1,1,0,1,0,700,3200,0,16400,0,0
"238",1.1,0,10,1.3,0,0,0.8,0.76,0.8,0.1,0,1142,25500,0,0,0,0,1,1,1,0,0,0,150,3800,0,25500,0,0
"239",2.3,1,10,1.8,0,0.4,0,0.75,1.5,0,0,1610,25741,0,0,0,0,1,1,1,0,0,0,500,4200,0,25433,0,0
"240",1.1,0.5,10,1.3,0,1,0,1.5,0.5,0,0,1036,26280,0,0,0,0,1,1,1,0,0,0,0,3400,0,26280,0,1
"241",5.2,0,20,1.8,3.2,3.6,0,8.3,1.4,0.1,0,3162,48000,0,0,0,0,2,1,1,0,0,0,180,3170,0,48000,0,0
"242",5.89999999999999,0,20,6.8,5.8,1.8,0,11.7,3.6,0.25,0,3699,48000,0,0,0,0,4,1,1,0,0,4000,0,4370,0,10270,0,0
"243",8.1,0.8,20,6.3,2,3,0,11,7.25,0,0,4045,51400,0,1,0,0,3,1,1,0,0,4000,0,5270,0,14400,0,0
"244",8.8,0,30,3.8,5,3,2,6.9,2.9,0.35,0,5784,53000,0,1,0,0,4,1,1,0,1,4000,0,5270,130000,0,0,0
"245",2.75,0.35,20,1.9,8.9,3.2,0,3.6,1.5,1.4,0,3245,39900,0,0,0,0,2,1,1,0,1,0,88,3467,0,20100,0,0
"246",2.1,0,10,1.5,2.8,0,0,5.2,1.6,0,0,1065,22900,0,0,0,0,1,1,1,0,0,0,180,2810,0,25460,0,0
"247",2,0,0,2.5,0.5,2.3,0,1.5,2.1,0.1,3,3050,55000,1,1,0,0,2,1,1,0,1,7000,500,5300,300000,0,0,0
"248",4.35,0.4,0,2.2,0,2.36,0,2.45,1.1,0,0,3310,67860,1,1,0,0,2,1,1,1,1,4000,0,3260,0,27360,0,1
"249",3.55,1.4,0,5.65,0,1.8,0,1.55,0.55,0,0,3221,41995,0,0,0,0,3,1,1,1,1,0,0,3860,0,10195,0,0
"250",4,0,20,4,0,0,1,4.2,0.5,0.1,0,2310,40400,0,1,1,3,3,1,1,0,1,2000,0,3500,0,38100,0,1
"251",1.5,0,0,6.5,3,1,1,3,2,0.1,0,1425,26000,0,0,1,3,2,1,0,0,1,0,100,4200,5000,24200,0,1
"252",2.5,0,10,1,2,21,0,3,2,0.1,0,2970,50000,1,1,0,0,2,1,1,0,1,3000,0,3800,200000,0,0,0
"253",10.4,0,20,4.89999999999999,0,0,2,2.2,0.3,0,1.5,4270,52600,1,1,0,0,4,1,1,1,1,700,0,4500,0,7000,0,0
"254",2,0,0,1,0,0,0,2.5,1,0,0,711,25500,0,0,1,15,1,0,0,0,0,0,400,720,0,22500,0,0
"255",1.2,0.3,20,3.4,15,1.5,0,4.4,5,0.1,0,1317,46700,0,1,0,0,2,1,1,0,0,5000,0,2700,0,46700,0,1
"256",7.8,0,0,6.1,0,6.5,0,3,1.8,0,0,4880,36200,1,1,1,4,4,1,1,1,1,5000,0,6000,0,0,0,0
"257",5.5,0,0,4.5,5,2,2,2.2,1.5,0,0,2725,28080,1,1,1,13,2,0,0,0,1,500,0,2000,0,28080,0,0
"258",4.69999999999999,1.5,0,6.39999999999999,0,6.78,1.6,2.6,1,0,0,4206,52960,0,1,1,15,3,0,0,1,1,5500,2000,13900,0,0,0,0
"259",9.1,0,30,8.9,8,4,2,11.1,5.9,3.2,0,7159,106700,1,1,1,7,5,0,0,0,1,4000,0,5620,0,9000,0,0
"260",3.55,0,10,4.8,0,2,0,0.85,0,0,0,2747,70830,1,1,1,4,2,1,1,1,0,6000,0,3860,0,45530,0,1
"261",3.1,0,10,3.4,2,1.3,1,5.1,3,0,0,1771,30300,0,0,0,0,2,1,1,0,0,0,0,4380,0,32240,0,1
"262",2.5,0,0,3.8,2.3,1.8,0,4.2,0.7,0,0,1692,70500,0,1,0,0,4,1,1,1,1,6000,300,5180,0,0,0,0
"263",2,1.6,0,1.75,0,0,1.6,9.2,0,0,0,1374,39450,0,1,1,10,2,1,1,1,0,4500,0,6050,0,13450,0,0
"264",1,0.5,0,0,0,0,0,1.5,0,0,0,535,25000,0,0,1,40,1,0,0,0,0,0,0,1000,0,25000,0,0
"265",1,0,0,0,0,0,0.4,7.2,1,0.1,0,1120,32000,0,0,1,50,1,0,0,0,0,0,0,1000,0,23500,0,1
"266",0.6,1.3,0,6,0,0,0,3,0.5,0,0,997,33460,0,0,1,35,2,1,0,0,0,0,600,2300,15000,19460,0,0
"267",3.3,0,0,7.2,0,0,0,2.2,1,0,0,1850,79000,0,1,1,20,4,1,0,0,1,4000,0,2800,0,9000,0,0
"268",1.3,0,0,3.9,0,0,0,1.9,0.5,0.1,0,897,25520,0,0,1,20,1,0,0,0,0,0,500,1000,0,25520,0,0
"269",2.3,0,10,3.5,0,0,0,1.4,0,0,0,1096,21300,1,0,1,10,1,0,0,1,1,0,500,300,0,16300,0,1
"270",1.5,0,0,3,0,0,2,2.2,1.5,0.1,0,1590,42000,0,1,1,30,2,1,1,0,0,2500,0,4000,0,42300,0,0
"271",3.8,1,0,3,0,0,0.8,1.4,0,0.1,0,1489,13468,0,0,1,40,1,0,0,1,0,0,0,430,0,12860,0,0
"272",4.45,0.5,0,5,0,2.5,0,3.4,2.3,0.25,0,3801,53800,1,1,0,0,4,1,1,1,1,5000,0,5460,350000,0,0,0
"273",5.19999999999999,0,10,2,2,0,0,6.5,1,0.1,0,2010,14800,0,0,0,0,1,1,1,0,1,0,0,3767,0,1320,0,0
"274",8.5,0,10,4,3,3,2,2.5,0.5,1,0,4614,49300,0,1,0,0,2,1,1,0,1,2000,0,8900,0,51100,0,1
"275",2.2,0,0,2.5,0,1.5,1.6,3,1.3,0,0,1812,31800,0,1,0,0,3,1,1,1,1,4000,0,4150,0,1995,0,0
"276",1.5,1,0,1.3,0,0,0,1.8,0.5,0,0,839,56200,0,0,0,0,2,1,1,0,0,0,600,3500,0,56400,0,1
"277",7.1,0,20,2.8,11.3,7.3,2,7,7.3,0,0,5952,114000,0,1,1,14,3,1,1,0,1,6000,0,4970,0,0,0,0
"278",3.4,1.1,10,1.8,0,0,0,3.9,0.8,0,1.5,2671,66454,0,1,1,3,2,1,1,1,1,3000,0,3700,0,41454,0,0
"279",1,0,20,0,5,0,0.8,1.6,1,2.3,3,1582,52000,0,1,0,0,2,1,1,0,1,1000,0,4200,0,0,0,0
"280",1.4,0.3,30,1.6,6,0,0,1.6,1.3,1.6,0,1690,28400,0,0,0,0,3,1,1,1,1,0,0,4500,0,400,0,0
"281",9.4,0,0,3,0,0,0,3.8,1.2,0,1.5,3916,80930,0,1,1,15,3,1,1,1,1,5000,0,5800,0,12930,0,0
"282",1.7,1.1,10,2.5,0,0,0,1.95,1.5,0.1,0,1517,27863,0,0,1,2,1,1,1,0,1,0,600,4430,0,27500,0,0
"283",3.8,0,30,3.5,33,0,0.4,1,0,0,0,1714,47200,0,0,0,0,2,1,1,0,0,0,0,1200,0,48200,0,0
"284",2.5,0,20,3.5,0,0,0,4.2,0.5,0,0,1476,64500,0,1,1,13.5,2,1,1,0,0,1500,0,3950,0,49700,0,1
"285",1.6,0.4,0,2.5,0,0,0.9,2,2,0.7,0,1173,17800,0,0,1,15,1,1,0,0,0,0,130,3300,3000,9800,0,0
"286",6.5,0,20,2.8,6.7,0,0,7.7,7,0,0,4085,41800,0,0,1,9,2,1,0,1,1,0,0,3200,0,14610,0,0
"287",4.9,0,0,2.5,0,0,0,7.1,1,0,0,2253,36000,1,1,1,30,2,0,0,0,1,2500,0,1643,65000,12000,0,0
"288",1,0,0,0,0,0,2,3.3,2,0.2,0,1705,47000,0,1,1,1430,3,0,0,0,1,4000,0,2600,0,0,0,0
"289",4.3,0.5,0,4.25,0,0,0.8,4.4,1.02,2.1,0,3138,55350,1,1,1,10,2,0,0,1,1,700,0,2000,0,55350,0,0
"290",7.19999999999999,2,0,4.7,0,0,0,4.8,6.8,0,0,4650,38000,0,1,1,20,2,0,0,0,0,2000,0,2920,0,38000,0,0
"291",1,1,0,0,0,0,0,1.5,0,0,0,585,23500,0,0,1,6,1,0,0,0,0,0,0,2300,0,23500,0,0
"292",1.5,0,0,4.5,0,1,2,5.3,1.3,0.1,0,2055,40947,0,1,1,40,3,0,0,0,0,3000,0,3000,0,28347,0,0
"293",5.5,0.8,20,3.3,5,0,0,3.7,1.2,2.3,0,4203,66000,1,0,0,0,3,1,1,0,1,0,400,5380,0,13200,0,0
"294",3,1.6,10,3,3,0,0,1.2,0,0,0,1363,15230,0,0,0,0,1,1,1,0,0,0,200,2200,0,15230,0,0
"295",7.5,2,10,3.7,3,3,0,6.4,3,0,0,3630,54000,0,0,0,0,2,1,1,0,1,0,300,2400,0,0,0,0
"296",1.4,0.9,0,7.4,0,1,0,1.7,0.7,0.1,0,1616,120082,0,1,1,6,3,1,1,1,1,4000,800,4400,23000,98774,0,1
"297",1.3,0.3,20,1.8,8,8,1,3.6,3,0,3,1810,42000,1,1,0,0,4,1,1,0,1,5000,0,5000,0,10000,0,0
"298",2.95,0,10,4,9.5,1,0,2,0,0,0.7,1189,50000,0,1,0,0,4,1,1,0,1,4500,0,5300,0,5000,0,0
"299",0.5,0,0,1.35,2,0,0,1,0.8,0,0,604,28700,0,1,0,0,1,1,1,1,0,0,2000,2000,0,22700,0,0
"300",1.5,1,0,3.7,1,9,1,2.4,1.8,0,0,1867,37600,0,1,1,5,4,0,0,1,1,5000,0,2000,0,9600,0,0
"301",4.5,0,0,2,0,5,0,1.4,2,0,0,2531,20000,0,1,1,6,1,1,0,1,0,5000,0,1800,0,0,0,0
"302",3,0,0,2.3,0,2,0,1,2,0,0,2295,91823,1,1,0,0,2,1,1,1,1,5000,0,4000,0,61823,0,0
"303",3,0,0,0,2,1,0,2.5,0,0,0,945,53800,1,1,1,15,4,1,0,1,1,5100,0,1820,0,13800,0,1
"304",6.5,0,0,0,1,6,0,2,11.5,0,0,2471,73000,0,0,1,4,3,1,0,1,1,0,1200,890,0,24000,0,0
"305",2,0,0,1.5,0,1.5,0,1,6,0,0,1583,24000,0,0,1,8,1,0,0,1,0,0,300,2100,0,0,0,0
"306",6.5,0,0,2,5,1,0,2,1.5,0.2,0,3648,126100,1,1,1,4,4,0,0,1,1,0,4000,4000,0,26100,0,1
"307",1.5,0,10,1.2,9,0,1,1.8,0.3,0,0,809,12700,0,0,1,5,2,0,0,1,0,0,0,1200,0,10700,0,0
"308",2,0,0,4.2,7,0,0,2.2,0.3,0.1,0,1292,29421,0,0,1,5,2,0,0,0,1,0,0,1900,0,27271,0,1
"309",1.8,0,0,2.2,5,1,0,1.4,0.3,0.1,0,1190,29600,1,1,1,5,1,1,1,1,1,0,0,2050,0,1100,0,0
"310",4,0,10,2.2,9,0,1,1,1.3,0,0,1614,47200,1,0,0,0,2,1,1,1,0,0,0,3220,0,47200,0,0
"311",2.5,0,0,0.5,0,0,0,1.3,1,0,0,1449,35000,0,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0
"312",0.5,0,0,3.5,0,0,0,1,0,0,0,484,16400,0,0,1,6,1,0,0,1,0,0,0,0,0,16400,0,0
"313",2.5,0,0,0,0,0,0,3,2,0,0,1045,20000,0,0,0,0,1,0,0,1,0,0,0,800,0,18800,0,0
"314",6,2,0,6.5,0,0,0,2,2,0.2,0.5,3000,43000,0,1,1,15,2,0,0,1,0,5000,0,3000,0,13000,0,0
"315",4,1,0,1.3,1,1,0,2,2.5,1,0,3483,225000,1,1,1,4,4,1,0,1,1,8000,4000,2000,0,0,0,0
"316",2,1,0,4.2,0,2.5,1,3.5,8,0,0,3900,61777,1,1,1,8,7,1,0,1,1,5000,0,3500,0,31777,0,0
"317",6.5,1,0,2,0,1,0,16.5,4.5,0,0,5347,35270,0,0,1,6,6,0,0,1,1,0,3200,2700,0,35270,0,0
"318",3.3,0,10,3.2,8,0,0,2.5,2,0,0,1263,26500,0,0,1,6,1,0,0,1,0,0,500,1350,0,26500,0,0
"319",0.3,0,0,4.2,0,2,0,3.1,1,0.1,0,1036,44000,0,1,1,16,3,0,0,1,1,3200,0,3278,0,0,0,0
"320",3.5,0,0,5.2,10,1,0,2.5,3.4,0.1,0,2062,55660,1,1,1,10,4,0,0,1,1,3500,0,2873,7000,660,0,0
"321",1,0,0,4,0,0,1,1,2.5,0,0,790,25559,0,0,1,25,1,1,0,1,0,0,0,1750,0,25559,0,0
"322",1,1,0,3,0,0,1,3,2.3,0.1,0,1497,23800,0,0,1,15,2,0,0,1,0,0,0,1600,40000,23800,0,0
"323",3,0,0,0,50,0,2,5,5.5,0,0,1790,39244,0,1,1,28.2,2,0,0,1,1,3500,0,2100,0,19244,0,0
"324",0.45,0,0,0.45,2,1,0,1,2,0,0,763,28700,0,0,1,4,2,1,0,1,1,0,2000,2100,0,0,0,0
"325",5,1,0,2,0,1.5,0,1,1.3,0,0,1617,13200,0,0,1,8,1,0,0,0,0,0,0,2000,0,13200,0,0
"326",4,4,0,0,0,3,0,2.4,3,2.4,0,3422,93460,1,0,0,0,6,1,1,1,1,0,1000,2000,0,0,0,0
"327",0.5,0,0,2,0,0,1,1,4,0,0,1161,43575,0,1,1,9,2,0,0,0,0,1500,0,2000,0,43575,0,1
"328",6,0,0,3.8,0,3,0,2.4,1.5,0.2,0,4430,50000,0,1,1,20,4,1,0,1,1,5000,0,800,0,0,0,0
"329",3,1,0,2,0,0,0,2.8,2,0,0,1792,24370,0,0,1,3,1,0,0,0,0,0,0,500,0,24370,0,0
"330",3,0,0,3.5,0,2,0,1.5,1.45,0,0,2423,30300,0,0,1,25,2,1,0,1,1,0,1000,700,0,23300,0,0
"331",2,3,0,4.7,1,3,0,5.5,6,3,0,4656,36000,1,0,1,15,4,1,0,1,1,0,0,1500,0,36000,0,0
"332",3.5,0,0,1.5,0,1,0.9,2,4.5,0,0,2002,16700,0,0,1,5,1,0,0,1,0,0,0,1800,0,16100,0,0
"333",1.5,1,0,1.5,0,1,0.8,1,12,0,0,2860,33000,1,1,1,10,2,1,0,1,1,6000,0,1600,0,10000,0,0
"334",3,3,0,3,1,2,0,5.5,13,0.4,0,6058,68000,0,1,1,50,3,0,0,0,1,10000,0,3000,0,0,0,0
"335",2,0,0,2,1,1,0,4,5,0,0,2252,98300,1,1,1,15,2,1,0,1,1,5000,0,2300,0,46000,0,0
"336",1,2,0,0,3,3,0,12,13.5,0.4,0,4075,155000,1,1,1,5,4,0,0,1,1,10000,0,4000,0,10000,0,0
"337",2.5,0,0,0,0,2,0,1.3,2,0,0,1533,11300,0,0,1,15,1,1,0,1,0,0,0,1800,0,0,0,0
"338",1.5,2,0,0,0,2,0,7,3,0.4,0,2980,26200,0,1,1,20,4,0,0,1,1,2500,1000,1100,0,0,0,0
"339",1.85,0,0,1.8,2,1,0,1.9,0,0,0,1198,38819,0,0,1,1,2,0,0,1,1,0,1000,2000,0,36219,0,1
"340",2.5,0,0,2.2,13,2,1,3.8,0.4,0,0,2031,38900,0,1,1,3,3,1,0,1,1,4000,0,2300,0,900,0,0
"341",1.5,0,0,3,0,0,1,3,0.2,0,0,836,56657,1,0,1,2,2,1,0,1,1,0,0,2100,0,48317,0,1
"342",0,2,10,3.4,0,2,0,0.4,1,0,0,1776,21000,1,1,1,8,1,1,0,1,1,3000,0,2100,0,20000,0,0
"343",3.5,2,10,1.5,0,0,1,1,3,0.4,0,3805,50000,0,1,1,4,3,1,0,1,1,8000,0,2000,0,0,0,0
"344",4,1,0,0,0,1,0,1,6,0,0,1852,25200,0,0,1,9,1,0,0,1,0,0,0,1000,0,24000,0,0
"345",6,1,0,5.45,0,0,0,10,13,0,0,4538,58000,1,1,1,20,2,0,0,1,1,5000,0,2300,0,50800,0,0
"346",2,1,0,0.5,0,0,0.8,2,4,0,0,2021,24800,0,1,1,9,3,1,0,1,1,2000,0,1300,0,24800,0,0
"347",3,0,0,2.3,0,15,0,0.5,3.5,0,0,1762,33000,1,0,1,5,1,1,0,1,1,0,0,1200,0,33000,0,0
"348",5.5,1,10,2.2,3,4,0.9,3,2,0.2,0,4869,67000,1,1,0,0,4,1,0,1,1,6000,0,3000,0,0,0,0
"349",3.1,0,10,2,7,0,0,5.5,2,0.1,0,1314,31759,0,0,0,0,2,1,1,0,0,0,0,2000,0,8909,0,1
"350",0.5,0,0,4.35,10,0,1,4,1.7,0.1,0,1198,23000,1,1,1,7,2,0,0,1,1,4000,0,2301,0,21300,0,1
"351",4.5,0,20,3.4,2,1,0,2.4,1.5,0,0,2921,90365,1,1,0,0,3,1,0,1,0,8000,500,3100,0,39000,0,0
"352",2.5,1,0,4.8,1,5,1,4.4,4.5,0.2,1.5,3350,33800,0,1,1,9,2,0,0,1,1,4000,0,1900,70000,31100,0,1
"353",8,1,0,2.2,0,1,0,1.5,11.5,0,0,4342,44678,1,1,1,6,4,0,0,1,1,4000,0,2500,0,678,0,0
"354",2,1,0,0.3,0,0,0,3,3,0,0,2410,90400,1,1,1,10,2,1,0,1,1,3000,0,3000,0,55400,0,0
"355",3.5,3,0,0.2,1,1,1,1.5,11.5,0,0,3096,62300,0,0,1,10,3,0,0,0,1,0,0,780,0,12300,0,0
"356",1,3,0,0,0,10,0,13,0,0.2,0,1720,26100,0,1,1,8,3,1,0,1,1,5000,0,2000,0,26100,0,0
"357",4,3,0,4,0,10,0,1,0.5,0,0,1908,24700,0,0,1,15,1,0,0,0,0,0,0,1000,0,24700,0,0
"358",0,1,0,0,0,1,0,16.5,13,0,0.5,2619,33500,0,1,1,10,2,0,0,1,1,5000,0,1500,0,0,0,0
"359",9,2,0,2.5,0,0,0,4.9,1,0,0,3683,23700,1,0,1,5,1,0,0,1,0,0,0,2300,0,23000,0,0
"360",2,3,0,0.5,0,3,0,6,11.5,0,0,3560,63800,1,1,1,24,7,0,0,0,1,5000,0,10000,0,13800,0,0
"361",3,0,0,2,0,1,0,12.5,14,0,0.5,3598,26180,1,1,1,5,2,1,0,0,0,3000,1000,900,0,0,0,0
"362",4,0,20,0,1,1,0,2,2,0,0,2516,27000,0,0,0,0,2,0,0,1,0,0,0,800,0,27000,0,0
"363",3,0,0,3,0,2,0,4,1,0.1,0,1708,37000,0,1,1,10,3,0,0,1,1,4000,0,1150,0,0,0,0
"364",4,0,0,0.3,0,2,2,2.8,1.3,0.1,0,1908,36000,1,0,1,6,4,0,0,1,1,0,0,1700,0,0,0,0
"365",1,1,0,4,0,2,0,3.6,6,0.2,0,1958,63200,0,1,1,6,4,0,0,1,1,3000,0,4350,0,15200,0,0
"366",1,0,0,6,0,3,2,12,3.5,0.2,0,2140,40018,0,1,1,19,9,0,0,0,1,3000,1000,1900,34000,0,0,0
"367",1.3,0,0,1,0,1,1,1,0.3,0,0,913,28500,0,0,1,10,1,0,0,1,1,0,400,1650,0,9500,0,0
"368",3,2,0,3.5,0,1.5,1,8,4,0,0,3832,86000,0,1,1,10,3,1,0,1,1,10000,0,1000,0,0,0,0
"369",1,3,0,2.5,1,1,0,1.3,2,0,0,2138,60000,0,0,1,10,3,1,0,1,1,0,0,1800,0,0,0,0
"370",3,1,0,0,0,0,0,25,6,0.2,0,4940,152000,1,1,1,15,5,0,0,1,1,10000,0,1000,0,0,0,0
"371",1.5,1,0,3.5,0,0,0,2,0.8,0,0,873,21800,0,0,1,6,1,0,0,0,0,0,0,800,0,21800,0,0
"372",5.5,1,10,3.6,0,3,0,4.5,3.3,0,0,3987,40000,0,0,1,9,3,1,0,1,0,0,0,2500,0,28000,0,0
"373",5.5,0,0,0,0,1,0,1.4,3.5,0,0,2228,29800,0,0,0,0,3,1,1,1,1,0,0,2100,0,29800,0,0
"374",4.1,0,10,2.7,1,1,0,2,3.5,0,0,2098,13000,0,0,0,0,1,1,1,0,0,0,300,2600,0,13000,0,1
"375",2.5,0,0,1,10,1,0,2.2,1.2,0.2,0,1311,30000,0,1,1,3,2,0,0,1,1,3500,0,1100,0,0,0,0
"376",3.5,2,10,0.2,0,1,0,1,1,0,0,1775,17900,1,0,1,3,1,0,0,1,1,0,0,2000,0,17300,0,0
"377",2.3,0,0,2.35,0,1.5,0,4.4,2.5,0.3,0,1840,32500,0,0,1,10,3,0,0,1,0,0,0,1850,0,0,0,0
"378",2,0,0,3.5,0,0.5,0,3,3,0,0,1968,23300,0,0,1,5,1,0,0,1,0,0,600,900,0,23000,0,0
