"","meat","fish","eggs","milk","vegetables","fruits_and_berries","cereals","flour","sweets","softdrinks","alcodrinks","sum_rub_buy","income","diplom","car","plot_bi","plot_size","famsize","water","sanitation","fridge","internet","pfuel","ptransp","phome","debt","govsubs","nongovsubs","inval"
"1210",3,3,0,3,0,2,3,21,0,0,0,2345,124000,0,0,1,25,5,1,1,1,1,0,0,0,0,17000,0,0
"1211",6,0,0,4,0,0,4,16,4,0,0,3950,130000,0,1,1,25,4,1,1,1,1,6300,0,0,0,0,0,0
"1212",10,0,0,5,0,0,4,28,2,0,0,6790,96800,1,1,1,25,6,1,1,1,1,6800,0,0,0,12400,0,1
"1213",9,0,10,2,7,2,3,6,4,0,0,4170,73000,1,1,1,12,4,1,1,1,1,0,0,0,0,0,0,0
"1214",3,0,10,2,10,5,3,22,3,7,0,4060,135000,1,0,1,10,5,1,1,1,1,0,610,0,0,12600,0,0
"1215",10,0,10,2,3,10,3,21,2,0,0,3945,116200,1,0,1,25,4,1,1,1,1,0,1200,0,0,10200,0,0
"1216",0,2,0,0,0,0,0,32,4,0,0,2240,125000,0,1,1,50,8,1,0,1,1,4880,0,0,0,14800,0,0
"1217",4,3,0,2,0,6,3,33,2,4,0,5790,146000,1,1,1,27,13,1,0,1,1,6200,0,6800,0,41780,0,0
"1218",0,3,0,2,0,3,0,14,2,0,0,2440,93000,1,0,1,20,4,1,0,1,1,7200,0,0,0,18200,0,0
"1219",0,0,0,0,0,0,0,40,30,10,0,3005,115000,1,1,1,55,10,1,0,1,1,7200,0,7800,0,0,0,0
"1220",8,0,0,2,0,0,2,29,3,0,0,4810,76300,0,1,1,36,6,1,0,1,1,5800,0,0,0,0,0,0
"1221",0,0,0,0,0,0,0,21,5,0,0,835,143000,0,1,1,25,8,1,0,1,1,7300,0,0,0,16800,0,0
"1222",0,5,0,0,0,0,0,20,3,0,0,1810,135000,1,1,1,30,5,1,0,1,1,6800,0,0,0,26780,0,0
"1223",0,4,0,2,0,0,0,30,0,0,0,2100,116800,1,1,1,16,6,1,0,1,1,7200,0,0,0,0,0,0
"1224",5,2,0,2,0,0,0,14,3,0,0,4650,95000,1,1,1,34,5,1,0,1,1,6800,0,0,0,1670,0,0
"1225",0,2,0,0,0,0,0,27,2,0,0,1545,138000,1,0,1,25,6,1,0,1,1,1300,0,0,0,0,0,0
"1226",10,0,0,2,50,0,3,14,0,0,0,5560,38000,0,0,1,14,3,1,0,1,1,0,3200,0,0,11600,0,0
"1227",6,0,0,0,0,0,2,28,2,0,0,2420,264000,0,1,1,20,6,1,0,1,1,7200,2200,0,0,40480,0,0
"1228",9,0,0,3,14,2,3,28,1,0,0,3010,256000,1,1,1,25,6,1,0,1,1,6800,0,0,0,14800,0,0
"1229",6,0,0,0,0,0,2,7,2,0,0,1955,160000,0,1,1,25,3,1,0,1,1,4800,0,0,0,13000,0,0
"1230",0,4,0,0,0,10,2,15,5,0,0,3110,138000,1,0,1,36,4,1,0,1,1,0,1200,0,0,0,0,0
"1231",5,3,0,0,0,0,2,21,2,0,0,4385,133000,1,0,1,20,6,1,0,1,1,0,1200,0,0,30600,0,0
"1232",3,2,0,0,0,15,2,6,2,0,0,3380,130000,0,0,1,45,3,1,0,1,1,0,1500,0,0,25800,0,0
"1233",2,0,0,0,3,0,1,7,2,3,0,1375,123000,1,0,1,30,2,1,0,1,1,0,600,0,0,17420,0,1
"1234",0,0,0,0,6,9,2,10,6,10,0,3550,112000,0,0,1,20,4,1,0,1,1,0,1300,0,0,0,0,0
"1235",5,0,0,0,13,12,2,25,2,0,0,3415,135000,0,1,1,20,6,1,0,1,1,0,1200,0,0,36600,0,0
"1236",3,2,0,0,6,0,3,22,5,0,0,3540,126000,0,0,1,20,5,1,0,1,1,0,1300,0,0,0,0,0
"1237",6,0,0,0,8,23,2,22,4,6,0,5315,135000,0,0,1,30,4,1,0,1,1,0,1300,0,0,14200,0,0
"1238",5,4,0,0,3,0,0,30,5,0,0,4350,138000,0,0,1,40,5,1,0,1,1,0,1200,0,0,0,0,0
"1239",3,2,0,0,10,12,2,31,2,0,0,3750,136000,0,0,1,20,5,1,0,1,1,0,1200,0,0,14200,0,0
"1240",0,0,0,0,9,22,2,12,4,6,0,1980,136000,0,0,1,25,4,1,0,1,1,0,1200,0,0,0,0,0
"1241",6,0,0,0,0,30,3,27,2,6,0,2590,121060,0,0,1,30,6,1,0,1,1,0,1200,0,0,23800,0,0
"1242",3,0,10,1,10,3,0,10,0,0,0,1165,64000,0,0,1,40,1,1,0,1,1,0,1800,0,0,0,0,0
"1243",6,3,0,0,0,4,2,21,5,6,0,3470,154000,0,0,1,46,6,1,0,1,1,0,1500,0,0,0,0,0
"1244",3,0,0,0,0,0,0,10,2,0,0,1830,15000,0,0,1,30,1,1,0,1,1,0,1200,0,0,0,0,0
"1245",3,0,0,0,0,2,3,4,2,6,0,1625,46000,0,1,1,20,1,1,0,1,1,0,0,0,0,15200,0,0
"1246",3,0,0,0,0,30,2,26,2,0,0,2450,126000,0,0,1,45,4,1,0,1,1,0,2400,0,0,0,0,0
"1247",0,0,0,0,0,30,2,9,6,6,0,2035,76000,0,0,1,30,2,1,0,1,1,0,600,0,0,19100,0,0
"1248",5,2,0,0,0,6,2,33,4,0,0,3950,120323,0,0,1,45,6,1,0,1,1,0,1200,0,0,46323,0,0
"1249",0,0,0,0,0,10,2,32,5,0,0,2410,103700,1,0,1,40,4,1,0,1,1,0,1200,0,0,31700,0,1
"1250",0,2,0,0,0,0,2,24,5,3,0,1735,65600,0,0,1,20,5,1,0,1,1,0,0,6200,0,0,0,0
"1251",0,1,0,0,0,0,2,19,3,2,0,1585,72800,0,1,1,40,3,1,0,1,1,0,0,0,0,0,0,0
"1252",0,1,20,0,0,0,0,3,4,0,0,1335,63800,0,0,1,10,1,1,0,1,1,0,0,0,0,0,0,0
"1253",0,1,0,0,0,0,1,4,3,0,0,925,43000,0,0,1,10,1,1,0,1,1,0,1000,0,0,0,0,0
"1254",0,0,0,0,0,8,0,28,2,0,0,1960,120600,0,0,1,45,6,1,0,1,1,0,2300,5600,0,36000,0,0
"1255",0,3,0,0,0,0,1,10,5,5,0,2045,48100,1,1,1,15,3,1,0,1,1,5200,0,0,0,24300,0,0
"1256",2,4,0,0,0,3,5,48,8,10,0,5095,145000,0,1,1,80,11,1,0,1,1,5400,0,0,0,25000,0,0
"1257",5,0,0,0,0,6,2,23,4,6,0,3480,156000,0,0,1,40,4,1,0,1,1,0,0,0,0,0,0,0
"1258",2,3,0,0,0,9,2,25,4,6,0,3800,138000,1,0,1,38,5,1,0,1,1,0,1200,0,0,22500,0,0
"1259",5,3,0,0,0,5,2,34,4,0,0,3830,164000,1,1,1,28,7,1,0,1,1,6500,0,0,0,0,0,0
"1260",5,2,0,0,0,9,2,24,6,0,0,4525,120000,0,0,1,40,4,1,0,1,1,0,1600,0,0,0,0,0
"1261",5,2,0,0,0,0,3,24,7,3,0,4325,128000,1,0,1,20,4,1,0,1,1,0,1450,0,0,11200,0,0
"1262",3,2,0,0,0,12,2,30,6,6,0,4070,120000,0,1,1,40,4,1,0,1,1,6800,1200,0,0,0,0,0
"1263",2,0,20,2,11,0,0,15,4,0,0,2600,136600,0,1,0,0,4,1,1,1,1,7800,0,0,0,26600,0,0
"1264",6,0,20,1,17,2,0,3,4,0,0,3290,81200,1,1,0,0,2,1,1,1,1,8100,0,0,0,13200,0,0
"1265",7,0,20,2,8,2,2,13,3,0,0,4460,138000,1,1,1,15,3,1,0,1,1,6800,0,0,0,27000,0,0
"1266",10,3,20,4,11,0,0,16,5,0,0,4550,78850,0,0,1,12,3,1,1,1,1,0,3200,0,0,10850,0,0
"1267",5,0,5,2,6,2,1,4,1,0,0,2610,45000,0,0,0,0,1,1,1,1,1,0,0,0,0,13200,0,0
"1268",3,2,0,2,6,2,3,25,2,0,0,3240,80600,0,0,1,40,5,0,0,1,1,0,2200,0,0,12600,0,0
"1269",6,0,10,2,5,0,3,4,1,0,0,2830,42000,1,1,1,15,2,1,0,1,1,7200,0,0,0,0,0,0
"1270",2,2,0,4,0,0,2,2,1,2,0,2490,57720,0,0,1,28,1,1,0,1,1,0,1000,0,0,15720,0,1
"1271",0,3,0,0,13,6,0,5,3,0,0,2335,168000,1,0,1,25,2,1,0,1,1,0,0,0,0,17980,0,1
"1272",8,0,0,0,0,0,3,25,9,6,0,3905,71800,0,0,1,45,5,1,0,1,1,0,2400,0,0,220,0,0
"1273",0,3,0,0,3,10,2,22,4,0,0,2475,245000,1,1,1,25,4,1,0,1,1,6800,0,0,0,0,0,0
"1274",3,2,0,0,3,9,2,10,5,6,0,2930,64000,1,1,1,36,2,1,0,1,1,6200,1200,0,0,0,0,0
"1275",5,2,0,0,0,22,2,24,4,6,0,4720,109000,0,0,1,25,2,1,0,1,1,0,800,0,0,0,0,0
"1276",2,0,0,3,3,12,0,2,1,0,0,1260,29300,0,0,1,20,1,1,0,1,1,0,0,0,0,22500,0,0
"1277",2,0,0,0,2,3,1,6,2,0,0,1845,76800,0,0,1,11,2,1,0,1,1,0,1500,0,0,17000,0,0
"1278",5,2,0,0,0,0,2,5,2,0,0,3190,64500,0,0,1,15,2,1,0,1,1,0,0,0,0,9280,0,0
"1279",0,2,0,0,0,6,0,3,3,3,0,2076,64500,0,0,1,25,8,1,0,1,1,0,0,0,0,41800,0,1
"1280",0,3,0,0,0,4,0,23,6,0,0,3325,118000,0,0,1,58,7,1,0,1,1,0,3100,0,0,26000,0,1
"1281",0,0,0,0,0,0,0,22,35,0,0,2855,53200,0,0,1,40,4,1,0,1,1,0,300,0,0,18000,0,0
"1282",3,0,0,0,0,3,2,33,4,3,0,2810,136000,0,0,1,67,5,1,0,1,1,0,1380,0,0,0,0,0
"1283",5,2,0,0,0,9,2,30,5,0,0,4490,165000,1,0,1,52,7,1,0,1,1,0,1200,0,0,10200,0,0
"1284",5,3,0,0,0,4,2,30,7,6,0,5040,136000,0,0,1,50,8,1,0,1,1,0,1500,0,0,0,0,0
"1285",0,0,0,0,0,0,0,30,34,0,0,3110,114600,1,1,1,25,6,1,0,1,1,5400,0,0,0,23020,0,0
"1286",2,0,30,2,3,4,0,3,1,0,0,2095,28000,0,0,1,16,1,1,0,1,1,0,0,0,0,11800,0,0
"1287",2.4,1,10,4,0,4,0,4,1,0,0,2288,37740,0,0,0,0,2,1,1,1,1,0,0,5000,0,33440,0,1
"1288",15,1,0,15,0,0,0,7,7.5,10.25,6,8082,74200,0,0,0,0,6,0,0,0,1,0,700,2000,50000,34200,0,0
"1289",1,0,0,3,0,2,0,1.5,3,0.075,0,1178,51820,0,0,1,1,2,1,0,0,0,0,600,1500,0,51820,0,1
"1290",2.3,0,0,3.5,0,1,0,1.5,2,0.15,8,2664,67900,0,1,1,3,4,0,0,1,1,4000,200,1740,150000,26400,0,0
"1291",3,0,20,4.5,0,1,3,5,1.5,0.075,0,2173,60400,0,1,1,4,2,1,0,1,1,2000,700,840,150000,0,0,0
"1292",4.5,0,0,3,2,3.5,2,5.5,0,0.1,0,1807,42800,0,0,0,0,2,0,0,0,0,0,200,300,0,42800,0,0
"1293",6.5,1.5,20,19.9,0,5,2,11,3.5,0,0,5670,119600,1,1,1,4,7,1,1,1,1,5000,1000,4000,300000,63600,0,0
"1294",0.3,0,20,1.6,0,2,0,1.5,3.52,0,1,1402,109500,1,1,1,4.3,1,1,1,0,1,0,1000,3500,0,49500,0,0
"1295",1.2,0,20,5.05,27,0,0,1.5,4,1.5,0,1736,49000,0,0,0,0,4,1,1,0,1,0,330,3700,0,14000,0,0
"1296",1.8,0,10,0.25,3,3,0,3.25,1.2,0,0,1275,26000,1,0,0,0,1,1,1,1,1,0,500,5500,0,0,0,0
"1297",1,1.2,20,20.67,0,2,0,1.5,2.3,0,2.7,3238,42000,1,1,1,14,3,1,1,1,1,6000,132,3000,0,0,0,0
"1298",2.5,0,10,2.7,130,1,0,4,0,0,3,1149,37315,0,0,1,2,2,0,0,0,0,0,1000,2500,12000,23315,0,0
"1299",1.8,0,10,0.9,2,0,0,2.4,1,0.2,4,1397,18500,0,0,0,0,2,1,1,0,0,0,1000,600,0,0,0,0
"1300",4,0,20,3.2,0,4,0,2,1,0,0,1814,57240,0,1,1,6,2,0,0,0,1,2150,0,1800,0,58140,0,0
"1301",2.5,0,0,3.8,10,5,0.8,1.9,1.7,0,0,1708,60000,1,1,1,5,3,0,0,1,1,3600,0,1300,300000,32000,0,0
"1302",5.7,1.96,40,4.35,2.9,3,1.6,6.5,3.1,6.23,1.75,6037,46970,0,0,1,5,3,1,1,0,1,0,1230,4400,0,28930,0,0
"1303",2.35,0,10,1.75,0,0.55,1,2,0.55,1.6,1,1751,45200,0,0,0,0,1,1,1,1,1,0,1200,9500,0,21200,0,0
"1304",3.2,0,0,2,2,0.5,1,5,1,0.1,2,1470,22900,0,0,0,0,2,1,1,1,0,0,600,3000,0,22900,0,1
"1305",2.8,1,10,2.5,12,1,2,7,1.3,0,2,2138,33120,1,1,1,10,2,1,1,1,1,2100,0,4000,0,15120,0,0
"1306",2.5,0,10,3,0,1,1,3.5,0.75,0,1,2026,44500,0,1,1,5,2,1,1,1,1,0,1000,2800,2500000,13000,0,0
"1307",2.7,0.6,10,1.5,4,1,1,2,0.1,5.1,0,1845,35000,0,0,0,0,1,1,1,1,1,0,800,3500,0,0,0,0
"1308",2.6,1,0,2.1,0,0.6,1,4,1.45,0.075,0,1922,29000,1,0,1,5,1,1,1,1,1,0,600,3500,0,14800,0,0
"1309",2.35,1.3,10,0.65,0.3,0.5,0,2.5,2.5,3.095,0,2704,32000,1,0,0,0,1,1,1,1,1,0,350,10000,0,0,0,0
"1310",6,2,100,12,0,6,1,25,6,6,2,9140,93000,1,1,1,6,5,1,1,1,1,5000,900,6000,0,16500,0,0
"1311",6,0,10,11.75,1,4,0,3.3,3.5,0.2,0,5434,55000,1,1,0,0,3,1,1,1,1,3000,850,6000,180000,0,0,0
"1312",2.2,0,0,0.649999999999999,0,0.65,2,5.5,1.2,0,0,1830,54615,0,1,1,4,2,1,1,0,1,1900,660,3000,0,54615,0,1
"1313",4.4,1.8,0,2.74,0,0.6,1,3.6,0.3,0.2,0.5,2965,59430,0,0,1,7.8,2,1,1,0,1,0,1300,3800,0,28430,0,0
"1314",2.5,0,0,5.5,0,0,0,1,0,0,0,907,40700,0,0,1,4.5,1,1,1,1,0,0,330,3700,0,34700,0,0
"1315",5.5,0,0,9,320,6,1.6,2.3,1.7,18.25,1,5497,81000,1,1,0,0,5,1,1,1,1,6000,1500,5000,1500000,0,0,0
"1316",14,1.2,20,2.2,6.5,10,0.8,2.6,1,0.25,0,4287.5,34000,1,0,0,0,2,1,1,1,1,0,220,2800,0,15300,0,1
"1317",1,0,0,4,0,0,0,2,0.2,0,0,866,25000,0,0,1,1,1,0,0,0,1,0,200,480,0,0,0,0
"1318",2.5,0,0,5.1,0,0,0,7,1,4.69,0,1845,45000,0,1,1,4,2,1,0,0,1,4000,0,2000,270000,32000,0,0
"1319",0.8,0,30,0,0,0,0,1,2,0,0,730,23400,0,0,1,2,1,1,0,1,0,0,0,1800,0,23400,0,0
"1320",0.8,0.2,0,3.6,0,2,0,0.9,3.3,2.05,1,3161,42558,1,1,1,6,4,0,0,1,1,4000,0,2100,900000,32100,0,0
"1321",2.5,1.44,30,5.9,0,0,0,2.8,0.8,4.5,0,2785,35000,1,1,1,10,3,1,1,1,1,5000,880,1500,500000,0,0,0
"1322",1,0,10,1,4,1.2,1,3.3,0,0,0,797,13615,0,0,0,0,1,1,1,1,0,0,220,3200,0,13615,0,1
"1323",2.2,0.53,10,0.6,2.4,2,1,1.5,1,0.75,2,2849,119000,1,1,1,8,3,1,1,1,1,8000,88,2900,1400000,0,0,0
"1324",1.8,0,10,3,0,2,0,2,0,0,0,1099,14200,0,0,1,30,1,0,0,0,1,0,0,1000,0,14200,0,0
"1325",5.1,0,30,6.9,8,2,0,14.5,3,0,0,3426,67200,0,1,0,0,3,1,1,0,1,5000,2000,4500,0,37440,0,1
"1326",7,2,30,6,0,5,0,3,3,0,2,4928,80000,0,0,0,0,4,1,1,1,1,0,400,15000,0,10000,0,0
"1327",2.6,2,10,4.2,4,4,1,1.5,0.3,0,0,3301,50000,0,0,0,0,2,1,1,1,1,0,800,4500,0,0,0,0
"1328",0.4,0,10,2.82,0,0,0,1,0.3,0,0.5,965,29050,1,0,0,0,1,1,1,0,0,0,1200,2700,0,29050,0,1
"1329",0.8,0,0,7.27999999999999,88.3,3.5,2.4,0.5,0,0,3,1893,56630,0,0,0,0,3,1,1,0,1,0,4400,3005,0,56630,0,0
"1330",5.5,3.2,10,9.87999999999999,1.5,2.2,2,5.5,3.03,2.05,3,6910,75000,1,1,1,5,3,0,0,1,1,5000,2550,1500,150000,0,0,0
"1331",0,0,0,0.8,0,0,0,1.5,0.4,0,3.5,2018,61952,0,0,1,7,2,1,0,0,1,0,330,2000,186000,42452,0,1
"1332",0,0,0,3,352,1,3,0.5,1.575,0,0,697,40000,0,1,1,2,2,1,0,1,1,4000,350,2240,30000,0,0,0
"1333",5.2,0,10,6.15,2,2,1,4.9,2,5.67,2,3587,37000,0,1,1,5,2,0,0,1,1,6000,300,1350,600000,0,0,0
"1334",3,0,0,2.75,0,3,0,2.3,2.6,0.1,0,1934,40000,1,1,0,0,2,1,1,0,1,2000,1300,3500,0,0,0,0
"1335",6.8,0,60,8.30999999999999,0,0,0,3.45,3.2,0,0,3184,60800,1,1,1,4,4,0,0,1,0,5000,0,0,50000,0,0,0
"1336",1.6,0,10,3.1,0.2,2,0,1.4,1.25,1,0,1122,24670,0,0,0,0,1,1,1,0,0,0,660,1800,0,22020,0,1
"1337",0,0,20,8.6,0,1,0,3.5,0.5,0,0,1153,68400,1,1,1,4,3,0,0,1,1,2500,0,1200,0,17200,0,1
"1338",1,0,10,1.75,0,0.3,1,1,0.2,0,0,812,16050,1,0,1,24,1,1,1,1,1,0,100,2980,0,10200,0,0
"1339",1.2,0,10,0.5,0.5,0,0,3,0.3,0,0,556,19200,0,0,0,0,1,1,1,0,1,0,80,2800,0,16200,0,0
"1340",5.6,2,10,8.8,1,3.5,0.8,5.69999999999999,2.3,0.3,3,4648,50500,1,1,1,1.5,3,1,1,1,1,3000,380,2700,0,0,0,0
"1341",1.5,0.4,10,1.3,9.5,0.5,0,1.5,1,0,2.5,1461,24000,0,0,0,0,2,1,1,0,1,0,1200,4500,10000,0,0,0
"1342",1,0.5,0,14.94,0,3,1,4,1.5,1,0,2807,86000,1,1,0,0,4,1,1,1,1,10000,0,5700,50000,0,0,0
"1343",0,0.2,0,1.3,30,1.1,0,0.6,0.5,0,0,582,99480,1,0,1,6,2,0,0,1,1,0,1000,1400,150000,54480,0,0
"1344",0.338,2,0,1,130,0,0,3,1.4,0,0,790,26300,0,0,1,1,2,1,0,0,0,0,0,1300,5000,26300,0,0
"1345",2.15,0,0,3.25,1,3.5,0,3,1,0.1,0,1743,60000,1,0,0,0,2,0,0,0,1,0,1400,7000,30000,0,0,0
"1346",4.7,0,30,2.4,60,0,0,8.5,1,0.095,4,3121,68500,0,0,1,3,4,0,0,1,1,0,1100,12000,0,10000,0,0
"1347",0.9,0.4,0,2.35,1.8,1,0,0.6,0.4,0.5,0,1081,36530,1,0,0,0,2,1,1,1,1,0,530,13200,0,26530,0,0
"1348",1.5,0.5,10,1,2.5,0.5,0,1,0.5,0,0,1200,20000,0,0,0,0,1,1,1,1,1,0,150,3500,0,20000,0,0
"1349",5,0,10,2,8.5,7,1,1,1,0,0,2845,67200,0,1,0,0,3,1,1,1,1,3000,150,3000,0,39200,0,0
"1350",9.4,0,30,6.3,11,1,2,5.35,0.9,0,0,5558,236500,1,1,0,0,4,1,1,1,1,15000,280,5500,0,23500,0,0
"1351",2.5,0,10,2,8.5,3,0,2.2,0.5,0,0,3400,55900,0,1,0,0,1,1,1,1,1,4000,0,4000,0,20900,0,0
"1352",1,0,0,2.5,3.5,0,0,0.25,0,0,0,595,38470,0,0,0,0,1,1,1,1,0,0,0,3500,0,35470,0,0
"1353",8,2,30,6.7,12,6,1,5,1,2.1,0,8200,163800,1,1,0,0,3,1,1,1,1,6000,2000,3600,0,58800,0,0
"1354",2.9,0,10,3.15,5.5,3.3,0,2.5,0,0,0,2280,26100,0,0,0,0,1,1,1,1,0,0,400,3000,0,26100,0,0
"1355",5.5,2,40,8.5,19,10,3,11,4,0.5,0,9460,197000,0,1,0,0,7,1,1,1,1,7000,1500,6000,0,0,0,0
"1356",8.5,2,60,10.5,21,12,3,11,1,0.3,0,12720,172000,1,1,0,0,5,1,1,1,1,7000,1000,25000,0,12000,0,0
"1357",2.5,0.5,10,0.899999999999999,7.5,10,0,1.45,0.7,0,0,2750,84800,1,0,0,0,2,1,1,1,1,0,4000,5500,0,24800,0,0
"1358",9.5,1,40,7,17.8,7,2,8.5,3.5,0.4,0,9880,197900,1,1,0,0,4,1,1,1,1,7000,1200,4000,0,32900,0,0
"1359",7,2,30,6,12.5,6,2,6,2.5,0.3,0,7290,72300,0,1,0,0,3,1,1,1,1,4000,0,3300,0,32300,0,0
"1360",3.4,1,10,3,6.5,4,1,2.5,0.5,0,0,3255,24700,0,0,0,0,1,1,1,1,1,0,500,3200,0,24700,0,0
"1361",2,1,10,1.5,3.5,1,0,1.5,0.2,0,0,1370,27800,0,0,0,0,1,1,1,1,0,0,0,3200,0,27800,0,0
"1362",9.014,0.87,20,2,9.8,4,2,4.4,1,0,2,4735,81320,0,0,0,0,3,1,1,1,1,0,2300,3000,0,12320,0,1
"1363",1,1,0,3.5,1,0,2,2.5,0.5,0.225,0,2664,89000,1,1,0,0,2,1,1,1,1,5000,1000,3000,0,89000,0,0
"1364",6,1.2,40,5.5,14,7,2,7,3.2,0.3,0,6710,120000,1,1,0,0,3,1,1,1,1,5000,0,3400,1000000,0,0,0
"1365",3.5,0,30,3,5,3,0,4,5.8,0.5,0,3846,84500,1,0,0,0,3,1,1,1,1,0,1500,5500,0,20000,0,0
"1366",2.5,0.5,10,1.2,5,0.5,0,2.4,0.5,0,0,2015,59699,0,0,0,0,2,1,1,0,1,0,500,2500,0,29500,0,0
"1367",4.6,0,30,2.5,9,2,0,1.8,5.6,0.5,0,4065,80000,1,0,0,0,2,1,1,1,1,0,2000,5000,0,0,0,0
"1368",6.19999999999999,0,30,5.3,6,6,0,3.35,1.2,0,0,4860,160000,1,1,0,0,4,1,1,1,1,8000,0,5500,0,10000,0,0
"1369",2,0,20,3.5,8.5,0.5,1,4.3,0.5,0,0,2087,50000,0,0,0,0,1,1,1,1,1,0,250,4500,0,0,0,0
"1370",2.4,0,30,1,5,0,1,1.4,2,0,0,1470,59000,0,0,0,0,2,1,1,1,0,0,560,3000,0,59000,0,0
"1371",2.85,0,20,1.5,6.1,1,1,1.15,1,0,0,2170,66000,1,1,0,0,3,1,1,1,1,10000,140,5000,0,21000,0,0
"1372",4.7,0,50,5.5,10.5,3,2,4.3,0.6,0,0,5025,206000,1,1,0,0,8,1,1,1,1,20000,5000,6000,0,37500,0,0
"1373",4,1,0,5.8,15,1,1,6.9,1.5,2,0,3950,70000,1,0,0,0,4,1,1,1,1,0,200,3000,0,0,0,0
"1374",1.65,0,10,1,1.6,1.5,0,0.75,0,0,0,1430,60000,0,0,0,0,1,1,1,1,1,0,560,20000,0,0,0,0
"1375",2.8,0,10,0.95,3,1,1,0.85,1.3,0,0,1940,72000,0,0,0,0,1,1,1,1,1,0,2000,5500,0,17000,0,0
"1376",2.8,0,20,0.5,4,0,0,2,0.4,0,0,2470,28000,0,0,0,0,1,1,1,1,0,0,280,5000,0,28000,0,0
"1377",3.4,0,30,3.5,7.5,3,2,2.75,4.6,0,0,3825,150000,0,1,0,0,4,1,1,1,1,10000,560,6500,800000,0,0,0
"1378",0,4,0,2.5,6.3,0,0,2.5,0.5,0,7,2271,138100,1,1,0,0,7,1,1,1,1,5000,700,4000,17000,74100,0,1
"1379",1.5,0,10,2.7,3,0.5,1,1,1.8,0,0,1745,45000,0,0,0,0,1,1,1,1,1,0,500,3000,0,0,0,0
"1380",5,1,10,1.5,6,7,1,0.6,0.5,0,0,3420,168300,1,1,0,0,3,1,1,1,1,3000,500,3000,0,68300,0,0
"1381",1.5,0,10,1,2.2,0.5,0,0.6,0.5,0,0,865,42669,0,0,0,0,1,1,1,1,0,0,0,2500,0,42000,0,0
"1382",7.3,0,30,2,7,0,0,6.5,0,0,1,3933,167500,0,0,0,0,4,1,1,1,1,0,3000,6000,0,82500,0,0
"1383",1.5,0,10,1.2,2,0.5,0,1,0,0,0,1160,18000,0,0,0,0,1,1,1,1,0,0,150,4000,0,15000,0,0
"1384",5,1,30,6,15.5,7,1,4,4,0.4,0,7528,198000,0,1,0,0,5,1,1,1,1,8000,0,3800,0,13000,0,1
"1385",12,3,50,8.3,17,11,2,11,2.5,0.7,0,10120,120800,0,0,0,0,8,1,1,1,1,0,4000,6000,0,25800,0,0
"1386",5,0,10,4.8,11,6,1,4,1.2,0,0,4640,97500,1,0,0,0,2,1,1,1,1,0,4000,20000,0,0,0,0
"1387",6.5,0,30,3.8,11,4,1,3.7,1,0.1,0,4601,152880,1,1,0,0,4,1,1,1,1,5000,0,3100,0,15200,0,0
"1388",6,2,30,5,12,6,2,6,1.5,0.5,0,7400,157800,1,1,0,0,4,1,1,1,1,7000,0,4000,0,17800,0,0
"1389",3.25,0,20,1,4,0,1,0.7,0.2,0,0,1748,24500,0,0,0,0,1,0,0,1,0,0,1200,1800,0,24500,0,0
"1390",2.8,0,20,3.5,5.5,2,0,2,2.6,0,0,3000,150000,1,1,0,0,3,1,1,1,1,5000,0,25000,0,0,0,0
"1391",5,0,30,2.5,8.3,0,2,3.6,5.45,0.05,0,3040,175000,1,0,0,0,4,1,1,1,1,0,2500,7500,0,0,0,0
"1392",5.9,0,20,3.3,6,3,0,1.7,0.3,0,0,3763,182000,1,1,0,0,5,1,1,1,1,8000,0,7000,300000,12000,0,0
"1393",2.2,0,20,2,3,0,1,2.5,0,0,0,1315,22000,1,0,0,0,1,1,1,1,0,0,280,4400,0,22000,0,0
"1394",1.7,0,20,1.2,3,1,0,1.4,0.4,0,0,1720,28000,1,0,0,0,1,1,1,1,0,0,280,4500,0,28000,0,0
"1395",8.4,0,30,2.5,0,2,2,2.7,1.1,0,0,4500,182000,1,1,1,6,6,1,1,1,1,3000,1000,6000,0,29000,0,0
"1396",1.5,0,10,12,0,5.7,0,0.9,0,0,0,4155,217000,1,1,0,0,4,1,1,1,1,8000,1440,20000,0,0,0,0
"1397",3.45,0.5,20,8,4.25,2,0,3.75,1.5,0,0,5186,64000,1,0,0,0,5,1,1,1,1,0,1000,6500,350000,0,0,0
"1398",10.5,0,20,7,11,5,2,4.1,3.5,4.6,0,8852,44500,0,0,0,0,4,1,1,0,1,0,700,20000,0,0,0,0
"1399",2.5,0,10,2,8,0.5,0,3.2,0.5,0,0,1480,52000,0,0,0,0,2,1,1,1,1,0,0,2500,0,27000,0,0
"1400",4.9,1,20,2.5,7,7,2,4.6,0.5,0,3,3950,90000,1,1,0,0,2,1,1,1,1,3000,200,2000,0,40000,0,0
"1401",2.2,0.5,10,2.2,0,0,0,1.3,0,0,0,1185,19200,0,0,0,0,1,1,1,1,0,0,100,1200,0,18501,0,0
"1402",2,0.5,0,2.2,0,0.5,0,1,0,0,0,1440,35000,1,0,0,0,1,1,1,1,1,0,0,2000,0,30000,0,0
"1403",4.75,0,30,2.9,8.7,1.5,2,2.1,2.1,0,1,4395,76000,1,1,0,0,3,1,1,1,1,8000,0,5000,600000,0,0,0
"1404",3.85,0,30,3.5,7,3,0,3,1.8,0,0,3235,123000,1,1,0,0,5,1,1,1,1,10000,560,7000,0,23000,0,0
